,id,best.universe.redshift,Comments
2449,177212,1.7,
2450,177303,6.78,
2451,177360,3.0,
2452,177457,4.47,
2453,177627,3.46,
2454,177733,1.98,
2455,177806,4.23,
2456,177884,2.5300000000000002,
2457,177948,4.0,
2458,177967,2.63,
2459,178090,2.12,
2460,178375,3.17,
2461,178419,0.96,
2462,178438,3.73,
2463,178467,2.96,
2464,178573,0.0,
2465,178650,7.98,
2466,178745,6.63,
2467,178755,2.52,
2468,178826,3.11,
2469,178859,3.17,
2470,178935,2.13,
2471,178999,3.73,
2472,179019,1.44,
2473,179043,2.98,
2474,179059,3.0500000000000003,
2475,179091,4.75,
2476,179148,3.99,
2477,179187,0.3,
2478,179189,7.05,
2479,179219,4.0600000000000005,
2480,179337,1.92,
2481,179470,3.2800000000000002,
2482,179475,2.5100000000000002,
2483,179520,2.08,
2484,179656,4.46,
2485,179735,6.51,
2486,179785,3.11,
2487,179847,2.41,
2488,179879,1.67,
2489,179898,4.23,
2490,179934,3.0,
2491,180082,1.54,
2492,180168,3.7800000000000002,
2493,180173,6.53,
2494,180187,6.54,
2495,180344,3.99,
2496,180966,4.13,
2497,181033,6.22,
2498,181228,1.27,
2499,181333,5.29,
2500,181398,4.57,
2501,181412,0.96,
2502,181432,2.52,
2503,181510,4.04,
2504,181660,0.74,
2505,181713,4.21,
2506,181758,0.24,
2507,181773,4.76,
2508,181790,3.92,
2509,181882,2.3000000000000003,
2510,181896,4.78,
2511,181897,3.9,
2512,181930,1.25,
2513,181977,1.1500000000000001,
2514,182046,5.07,
2515,182082,4.65,
2516,182103,0.49,
2517,182148,2.99,
2518,182181,3.39,
2519,182184,5.84,
2520,182236,2.61,
2521,182244,3.8000000000000003,
2522,182286,5.86,
2523,182333,3.99,
2524,182463,5.83,
2525,182522,7.98,
2526,182637,4.76,
2527,182684,1.77,
2528,182907,3.42,
2529,182987,3.44,
2530,183016,6.140000000000001,
2531,183114,4.5200000000000005,
2532,183288,0.64,
2533,183524,,
2534,183554,6.3100000000000005,
2535,183727,8.290000000000001,
2536,183731,2.49,
2537,183785,3.73,
2538,184141,5.99,
2539,184674,1.23,
2540,184961,1.95,
2541,185200,4.25,
2542,185250,4.53,
2543,185439,4.04,
2544,185685,1.83,
2545,185868,4.3,
2546,186072,3.96,
2547,187626,3.7600000000000002,
2548,187748,2.5,
2549,188086,4.26,
2550,188113,8.3,
2551,188234,3.43,
2552,188418,2.5300000000000002,
2553,188451,6.63,
2554,188511,8.3,
2555,188729,3.0500000000000003,
2556,188767,1.46,
2557,188782,1.67,
2558,188959,1.6400000000000001,
2559,189175,3.44,
2560,189251,2.42,
2561,189267,1.72,
2562,189327,0.05,
2563,189552,2.48,
2564,189626,10.53, Very unlikely (all spectrum ignored (low SNR)) 
2565,189707,4.67,
2566,189759,3.5500000000000003,
2567,189770,0.0,
2568,189929,0.0,
2569,190065,3.54,
2570,190360,1.6600000000000001,
2571,190369,3.99,
2572,190570,1.81,
2573,190610,5.24,
2574,190640,4.83,
2575,190792,6.86,
2576,190906,7.36,
2577,190974,4.47,
2578,191271,4.73,
2579,191282,3.39,
2580,191494,1.55,
2581,192384,,
2582,192544,3.22,
2583,192659,2.5500000000000003,
2584,192934,6.01,
2585,193186,7.07,
2586,193500,2.47,
2587,193815,1.12,
2588,193853,3.0100000000000002,
2589,194506,3.18,
2590,195138,6.37,
2591,198501,1.3,
2592,201574,5.91,
2593,202024,0.0,
2594,206429,4.39,
2595,211050,6.93,
2596,211132,8.06,
2597,211279,3.94,
2598,214191,4.04,
2599,215109,1.61,
2600,216118,8.05,
2601,217277,6.09,
2602,300001,9.8,
