,sample,id,pointing,MPT_number,z_manual,file_name,Notes
1942,CAPERS_COSMOS_V0.2.1,s000114640,P4,114640,-1.0,CAPERS_COSMOS_P4_s000114640_x1d.fits,None
1943,CAPERS_COSMOS_V0.2.1,s000114659,P4,114659,-1.0,CAPERS_COSMOS_P4_s000114659_x1d.fits,None
1944,CAPERS_COSMOS_V0.2.1,s000114668,P4,114668,-1.0,CAPERS_COSMOS_P4_s000114668_x1d.fits,None
1945,CAPERS_COSMOS_V0.2.1,s000114777,P4,114777,-1.0,CAPERS_COSMOS_P4_s000114777_x1d.fits,None
1946,CAPERS_COSMOS_V0.2.1,s000114780,P4,114780,5.38,CAPERS_COSMOS_P4_s000114780_x1d_optext.fits,None
1947,CAPERS_COSMOS_V0.2.1,s000114819,P3,114819,-1.0,CAPERS_COSMOS_P3_s000114819_x1d_optext.fits,None
1948,CAPERS_COSMOS_V0.2.1,s000114820,P3,114820,5.583921,CAPERS_COSMOS_P3_s000114820_x1d.fits,None
1949,CAPERS_COSMOS_V0.2.1,s000114843,P3,114843,5.760159,CAPERS_COSMOS_P3_s000114843_x1d_optext.fits,None
1950,CAPERS_COSMOS_V0.2.1,s000114873,P3,114873,-1.0,CAPERS_COSMOS_P3_s000114873_x1d.fits,None
1951,CAPERS_COSMOS_V0.2.1,s000115000,P2,115000,4.72879,CAPERS_COSMOS_P2_s000115000_x1d_optext.fits,None
1952,CAPERS_COSMOS_V0.2.1,s000115010,P3,115010,-1.0,CAPERS_COSMOS_P3_s000115010_x1d.fits,None
1953,CAPERS_COSMOS_V0.2.1,s000115056,P2,115056,-1.0,CAPERS_COSMOS_P2_s000115056_x1d.fits,None
1954,CAPERS_COSMOS_V0.2.1,s000115388,P3,115388,-1.0,CAPERS_COSMOS_P3_s000115388_x1d.fits,None
1955,CAPERS_COSMOS_V0.2.1,s000115733,P2,115733,5.865914,CAPERS_COSMOS_P2_s000115733_x1d.fits,None
1956,CAPERS_COSMOS_V0.2.1,s000115765,P4,115765,-1.0,CAPERS_COSMOS_P4_s000115765_x1d_optext.fits,None
1957,CAPERS_COSMOS_V0.2.1,s000115805,P4,115805,2.210136,CAPERS_COSMOS_P4_s000115805_x1d_optext.fits,None
1958,CAPERS_COSMOS_V0.2.1,s000115912,P4,115912,-1.0,CAPERS_COSMOS_P4_s000115912_x1d.fits,None
1959,CAPERS_COSMOS_V0.2.1,s000115974,P2,115974,-1.0,CAPERS_COSMOS_P2_s000115974_x1d_optext.fits,None
1960,CAPERS_COSMOS_V0.2.1,s000116131,P3,116131,-1.0,CAPERS_COSMOS_P3_s000116131_x1d_optext.fits,None
1961,CAPERS_COSMOS_V0.2.1,s000116303,P3,116303,-1.0,CAPERS_COSMOS_P3_s000116303_x1d.fits,None
1962,CAPERS_COSMOS_V0.2.1,s000116389,P4,116389,4.14,CAPERS_COSMOS_P4_s000116389_x1d_optext.fits,None
1963,CAPERS_COSMOS_V0.2.1,s000116404,P4,116404,-1.0,CAPERS_COSMOS_P4_s000116404_x1d_optext.fits,None
1964,CAPERS_COSMOS_V0.2.1,s000116485,P4,116485,-1.0,CAPERS_COSMOS_P4_s000116485_x1d.fits,None
1965,CAPERS_COSMOS_V0.2.1,s000116485,MultiPointing,116485,-1.0,CAPERS_COSMOS_s000116485_x1d.fits,None
1966,CAPERS_COSMOS_V0.2.1,s000116485,P2,116485,-1.0,CAPERS_COSMOS_P2_s000116485_x1d.fits,None
1967,CAPERS_COSMOS_V0.2.1,s000116486,P4,116486,8.660253,CAPERS_COSMOS_P4_s000116486_x1d.fits,None
1968,CAPERS_COSMOS_V0.2.1,s000116486,MultiPointing,116486,8.660253,CAPERS_COSMOS_s000116486_x1d_optext.fits,None
1969,CAPERS_COSMOS_V0.2.1,s000116486,P2,116486,8.660253,CAPERS_COSMOS_P2_s000116486_x1d.fits,None
1970,CAPERS_COSMOS_V0.2.1,s000116502,P3,116502,3.221508,CAPERS_COSMOS_P3_s000116502_x1d_optext.fits,None
1971,CAPERS_COSMOS_V0.2.1,s000116768,P2,116768,9.595386,CAPERS_COSMOS_P2_s000116768_x1d.fits,None
1972,CAPERS_COSMOS_V0.2.1,s000116771,P3,116771,8.640993,CAPERS_COSMOS_P3_s000116771_x1d.fits,None
1973,CAPERS_COSMOS_V0.2.1,s000116946,P4,116946,-1.0,CAPERS_COSMOS_P4_s000116946_x1d.fits,None
1974,CAPERS_COSMOS_V0.2.1,s000117059,P4,117059,-1.0,CAPERS_COSMOS_P4_s000117059_x1d.fits,None
1975,CAPERS_COSMOS_V0.2.1,s000117137,P4,117137,3.847576,CAPERS_COSMOS_P4_s000117137_x1d_optext.fits,None
1976,CAPERS_COSMOS_V0.2.1,s000117239,P3,117239,4.41,CAPERS_COSMOS_P3_s000117239_x1d_optext.fits,None
1977,CAPERS_COSMOS_V0.2.1,s000117540,P3,117540,0.605161,CAPERS_COSMOS_P3_s000117540_x1d_optext.fits,None
1978,CAPERS_COSMOS_V0.2.1,s000117925,P3,117925,-1.0,CAPERS_COSMOS_P3_s000117925_x1d_optext.fits,None
1979,CAPERS_COSMOS_V0.2.1,s000118008,P4,118008,-1.0,CAPERS_COSMOS_P4_s000118008_x1d.fits,None
1980,CAPERS_COSMOS_V0.2.1,s000118011,P4,118011,-1.0,CAPERS_COSMOS_P4_s000118011_x1d.fits,None
1981,CAPERS_COSMOS_V0.2.1,s000118026,P4,118026,-1.0,CAPERS_COSMOS_P4_s000118026_x1d_optext.fits,None
1982,CAPERS_COSMOS_V0.2.1,s000118090,P4,118090,2.176888,CAPERS_COSMOS_P4_s000118090_x1d_optext.fits,None
1983,CAPERS_COSMOS_V0.2.1,s000118178,P3,118178,3.351297,CAPERS_COSMOS_P3_s000118178_x1d_optext.fits,None
1984,CAPERS_COSMOS_V0.2.1,s000118278,P3,118278,5.3647,CAPERS_COSMOS_P3_s000118278_x1d_optext.fits,None
1985,CAPERS_COSMOS_V0.2.1,s000118694,P4,118694,-1.0,CAPERS_COSMOS_P4_s000118694_x1d.fits,None
1986,CAPERS_COSMOS_V0.2.1,s000118750,P4,118750,-1.0,CAPERS_COSMOS_P4_s000118750_x1d_optext.fits,None
1987,CAPERS_COSMOS_V0.2.1,s000118821,P3,118821,9.311555,CAPERS_COSMOS_P3_s000118821_x1d_optext.fits,None
1988,CAPERS_COSMOS_V0.2.1,s000118994,P4,118994,3.016673,CAPERS_COSMOS_P4_s000118994_x1d.fits,None
1989,CAPERS_COSMOS_V0.2.1,s000119032,P4,119032,5.11,CAPERS_COSMOS_P4_s000119032_x1d_optext.fits,None
1990,CAPERS_COSMOS_V0.2.1,s000119224,P4,119224,-1.0,CAPERS_COSMOS_P4_s000119224_x1d.fits,None
1991,CAPERS_COSMOS_V0.2.1,s000119331,P3,119331,-1.0,CAPERS_COSMOS_P3_s000119331_x1d_optext.fits,None
1992,CAPERS_COSMOS_V0.2.1,s000119334,P4,119334,9.304819,CAPERS_COSMOS_P4_s000119334_x1d_optext.fits,None
1993,CAPERS_COSMOS_V0.2.1,s000119398,P4,119398,-1.0,CAPERS_COSMOS_P4_s000119398_x1d_optext.fits,None
1994,CAPERS_COSMOS_V0.2.1,s000119550,P4,119550,-1.0,CAPERS_COSMOS_P4_s000119550_x1d.fits,None
1995,CAPERS_COSMOS_V0.2.1,s000119589,P4,119589,3.269662,CAPERS_COSMOS_P4_s000119589_x1d.fits,None
1996,CAPERS_COSMOS_V0.2.1,s000119690,P4,119690,6.0858,CAPERS_COSMOS_P4_s000119690_x1d_optext.fits,None
1997,CAPERS_COSMOS_V0.2.1,s000119713,P4,119713,2.63088,CAPERS_COSMOS_P4_s000119713_x1d_optext.fits,None
1998,CAPERS_COSMOS_V0.2.1,s000119733,P4,119733,-1.0,CAPERS_COSMOS_P4_s000119733_x1d.fits,None
1999,CAPERS_COSMOS_V0.2.1,s000119745,P4,119745,-1.0,CAPERS_COSMOS_P4_s000119745_x1d.fits,None
2000,CAPERS_COSMOS_V0.2.1,s000119753,P4,119753,-1.0,CAPERS_COSMOS_P4_s000119753_x1d_optext.fits,None
2001,CAPERS_COSMOS_V0.2.1,s000119846,P4,119846,6.075383,CAPERS_COSMOS_P4_s000119846_x1d_optext.fits,None
2002,CAPERS_COSMOS_V0.2.1,s000120008,P4,120008,5.104733,CAPERS_COSMOS_P4_s000120008_x1d_optext.fits,None
2003,CAPERS_COSMOS_V0.2.1,s000120039,P4,120039,3.218281,CAPERS_COSMOS_P4_s000120039_x1d_optext.fits,None
2004,CAPERS_COSMOS_V0.2.1,s000120216,P4,120216,1.348805,CAPERS_COSMOS_P4_s000120216_x1d_optext.fits,None
2005,CAPERS_COSMOS_V0.2.1,s000120340,P4,120340,0.957416,CAPERS_COSMOS_P4_s000120340_x1d.fits,None
2006,CAPERS_COSMOS_V0.2.1,s000120355,P4,120355,3.637474,CAPERS_COSMOS_P4_s000120355_x1d.fits,None
2007,CAPERS_COSMOS_V0.2.1,s000120679,P4,120679,-1.0,CAPERS_COSMOS_P4_s000120679_x1d.fits,None
2008,CAPERS_COSMOS_V0.2.1,s000120976,P4,120976,1.923113,CAPERS_COSMOS_P4_s000120976_x1d_optext.fits,None
2009,CAPERS_COSMOS_V0.2.1,s000121044,P4,121044,3.272124,CAPERS_COSMOS_P4_s000121044_x1d.fits,None
2010,CAPERS_COSMOS_V0.2.1,s000121144,P4,121144,5.4,CAPERS_COSMOS_P4_s000121144_x1d_optext.fits,None
2011,CAPERS_COSMOS_V0.2.1,s000121255,P4,121255,-1.0,CAPERS_COSMOS_P4_s000121255_x1d.fits,None
2012,CAPERS_COSMOS_V0.2.1,s000121289,P4,121289,-1.0,CAPERS_COSMOS_P4_s000121289_x1d_optext.fits,None
2013,CAPERS_COSMOS_V0.2.1,s000121431,P4,121431,3.636621,CAPERS_COSMOS_P4_s000121431_x1d_optext.fits,None
2014,CAPERS_COSMOS_V0.2.1,s000122077,P4,122077,-1.0,CAPERS_COSMOS_P4_s000122077_x1d.fits,None
2015,CAPERS_COSMOS_V0.2.1,s000122280,P4,122280,4.075546,CAPERS_COSMOS_P4_s000122280_x1d_optext.fits,None
2016,CAPERS_COSMOS_V0.2.1,s000122678,P4,122678,-1.0,CAPERS_COSMOS_P4_s000122678_x1d.fits,None
2017,CAPERS_COSMOS_V0.2.1,s000124333,P4,124333,-1.0,CAPERS_COSMOS_P4_s000124333_x1d_optext.fits,None
2018,CAPERS_COSMOS_V0.2.1,s000124665,P4,124665,-1.0,CAPERS_COSMOS_P4_s000124665_x1d_optext.fits,None
2019,CAPERS_COSMOS_V0.2.1,s000124783,P4,124783,-1.0,CAPERS_COSMOS_P4_s000124783_x1d.fits,None
2020,CAPERS_COSMOS_V0.2.1,s000124868,P4,124868,-1.0,CAPERS_COSMOS_P4_s000124868_x1d_optext.fits,None
2021,CAPERS_COSMOS_V0.2.1,s000125214,P4,125214,-1.0,CAPERS_COSMOS_P4_s000125214_x1d.fits,None
2022,CAPERS_COSMOS_V0.2.1,s000125366,P4,125366,-1.0,CAPERS_COSMOS_P4_s000125366_x1d.fits,None
2023,CAPERS_COSMOS_V0.2.1,s000125384,P4,125384,-1.0,CAPERS_COSMOS_P4_s000125384_x1d_optext.fits,None
2024,CAPERS_COSMOS_V0.2.1,s000125780,P4,125780,-1.0,CAPERS_COSMOS_P4_s000125780_x1d.fits,None
2025,CAPERS_COSMOS_V0.2.1,s000125832,P4,125832,-1.0,CAPERS_COSMOS_P4_s000125832_x1d.fits,None
2026,CAPERS_COSMOS_V0.2.1,s000126325,P4,126325,-1.0,CAPERS_COSMOS_P4_s000126325_x1d.fits,None
2027,CAPERS_COSMOS_V0.2.1,s000126400,P4,126400,8.52969,CAPERS_COSMOS_P4_s000126400_x1d_optext.fits,None
2028,CAPERS_COSMOS_V0.2.1,s000126479,P4,126479,-1.0,CAPERS_COSMOS_P4_s000126479_x1d.fits,None
2029,CAPERS_COSMOS_V0.2.1,s000126541,P4,126541,1.799698,CAPERS_COSMOS_P4_s000126541_x1d.fits,None
2030,CAPERS_COSMOS_V0.2.1,s000126644,P4,126644,-1.0,CAPERS_COSMOS_P4_s000126644_x1d_optext.fits,None
2031,CAPERS_COSMOS_V0.2.1,s000126703,P4,126703,6.525251,CAPERS_COSMOS_P4_s000126703_x1d_optext.fits,None
2032,CAPERS_COSMOS_V0.2.1,s000126737,P4,126737,-1.0,CAPERS_COSMOS_P4_s000126737_x1d.fits,None
2033,CAPERS_COSMOS_V0.2.1,s000126753,P4,126753,-1.0,CAPERS_COSMOS_P4_s000126753_x1d_optext.fits,None
2034,CAPERS_COSMOS_V0.2.1,s000126965,P4,126965,-1.0,CAPERS_COSMOS_P4_s000126965_x1d.fits,None
2035,CAPERS_COSMOS_V0.2.1,s000126970,P4,126970,-1.0,CAPERS_COSMOS_P4_s000126970_x1d_optext.fits,None
2036,CAPERS_COSMOS_V0.2.1,s000126988,P4,126988,-1.0,CAPERS_COSMOS_P4_s000126988_x1d.fits,None
2037,CAPERS_COSMOS_V0.2.1,s000127005,P4,127005,-1.0,CAPERS_COSMOS_P4_s000127005_x1d.fits,None
2038,CAPERS_COSMOS_V0.2.1,s000127146,P4,127146,-1.0,CAPERS_COSMOS_P4_s000127146_x1d_optext.fits,None
2039,CAPERS_COSMOS_V0.2.1,s000127295,P4,127295,4.89,CAPERS_COSMOS_P4_s000127295_x1d_optext.fits,None
2040,CAPERS_COSMOS_V0.2.1,s000127336,P4,127336,-1.0,CAPERS_COSMOS_P4_s000127336_x1d.fits,None
2041,CAPERS_COSMOS_V0.2.1,s000127440,P4,127440,-1.0,CAPERS_COSMOS_P4_s000127440_x1d_optext.fits,None
2042,CAPERS_COSMOS_V0.2.1,s000127565,P4,127565,-1.0,CAPERS_COSMOS_P4_s000127565_x1d_optext.fits,None
2043,CAPERS_COSMOS_V0.2.1,s000127817,P4,127817,0.954419,CAPERS_COSMOS_P4_s000127817_x1d_optext.fits,None
2044,CAPERS_COSMOS_V0.2.1,s000127995,P4,127995,-1.0,CAPERS_COSMOS_P4_s000127995_x1d_optext.fits,None
2045,CAPERS_COSMOS_V0.2.1,s000128093,P4,128093,-1.0,CAPERS_COSMOS_P4_s000128093_x1d_optext.fits,None
2046,CAPERS_COSMOS_V0.2.1,s000128172,P4,128172,-1.0,CAPERS_COSMOS_P4_s000128172_x1d_optext.fits,None
2047,CAPERS_COSMOS_V0.2.1,s000128188,P4,128188,-1.0,CAPERS_COSMOS_P4_s000128188_x1d.fits,None
2048,CAPERS_COSMOS_V0.2.1,s000128236,P4,128236,-1.0,CAPERS_COSMOS_P4_s000128236_x1d_optext.fits,None
2049,CAPERS_COSMOS_V0.2.1,s000128325,P4,128325,6.643051,CAPERS_COSMOS_P4_s000128325_x1d.fits,None
2050,CAPERS_COSMOS_V0.2.1,s000128342,P4,128342,5.527043,CAPERS_COSMOS_P4_s000128342_x1d_optext.fits,None
2051,CAPERS_COSMOS_V0.2.1,s000128452,P4,128452,-1.0,CAPERS_COSMOS_P4_s000128452_x1d_optext.fits,None
2052,CAPERS_COSMOS_V0.2.1,s000128550,P4,128550,3.249454,CAPERS_COSMOS_P4_s000128550_x1d.fits,None
2053,CAPERS_COSMOS_V0.2.1,s000128608,P4,128608,-1.0,CAPERS_COSMOS_P4_s000128608_x1d.fits,None
2054,CAPERS_COSMOS_V0.2.1,s000128893,P4,128893,-1.0,CAPERS_COSMOS_P4_s000128893_x1d.fits,None
2055,CAPERS_COSMOS_V0.2.1,s000128977,P4,128977,1.866602,CAPERS_COSMOS_P4_s000128977_x1d_optext.fits,None
2056,CAPERS_COSMOS_V0.2.1,s000129044,P4,129044,-1.0,CAPERS_COSMOS_P4_s000129044_x1d.fits,None
2057,CAPERS_COSMOS_V0.2.1,s000129064,P6,129064,4.93,CAPERS_COSMOS_P6_s000129064_x1d_optext.fits,None
2058,CAPERS_COSMOS_V0.2.1,s000129281,P6,129281,-1.0,CAPERS_COSMOS_P6_s000129281_x1d_optext.fits,None
2059,CAPERS_COSMOS_V0.2.1,s000129568,P4,129568,7.139208,CAPERS_COSMOS_P4_s000129568_x1d_optext.fits,None
2060,CAPERS_COSMOS_V0.2.1,s000129819,P6,129819,-1.0,CAPERS_COSMOS_P6_s000129819_x1d_optext.fits,None
2061,CAPERS_COSMOS_V0.2.1,s000129985,P4,129985,-1.0,CAPERS_COSMOS_P4_s000129985_x1d_optext.fits,None
2062,CAPERS_COSMOS_V0.2.1,s000130033,P6,130033,-1.0,CAPERS_COSMOS_P6_s000130033_x1d.fits,None
2063,CAPERS_COSMOS_V0.2.1,s000130050,P4,130050,4.482859,CAPERS_COSMOS_P4_s000130050_x1d_optext.fits,None
2064,CAPERS_COSMOS_V0.2.1,s000130377,P6,130377,7.134875,CAPERS_COSMOS_P6_s000130377_x1d_optext.fits,Direct method candidate z=7.36
2065,CAPERS_COSMOS_V0.2.1,s000130486,P6,130486,3.96679,CAPERS_COSMOS_P6_s000130486_x1d_optext.fits,None
2066,CAPERS_COSMOS_V0.2.1,s000130614,P4,130614,-1.0,CAPERS_COSMOS_P4_s000130614_x1d_optext.fits,None
2067,CAPERS_COSMOS_V0.2.1,s000130870,P4,130870,1.232974,CAPERS_COSMOS_P4_s000130870_x1d_optext.fits,None
2068,CAPERS_COSMOS_V0.2.1,s000130956,P4,130956,5.52492,CAPERS_COSMOS_P4_s000130956_x1d_optext.fits,None
2069,CAPERS_COSMOS_V0.2.1,s000130957,P4,130957,2.86147,CAPERS_COSMOS_P4_s000130957_x1d.fits,None
2070,CAPERS_COSMOS_V0.2.1,s000130994,P4,130994,-1.0,CAPERS_COSMOS_P4_s000130994_x1d_optext.fits,None
2071,CAPERS_COSMOS_V0.2.1,s000131157,P6,131157,5.19,CAPERS_COSMOS_P6_s000131157_x1d_optext.fits,None
2072,CAPERS_COSMOS_V0.2.1,s000131197,P4,131197,5.41,CAPERS_COSMOS_P4_s000131197_x1d_optext.fits,None
2073,CAPERS_COSMOS_V0.2.1,s000131308,P6,131308,-1.0,CAPERS_COSMOS_P6_s000131308_x1d.fits,None
2074,CAPERS_COSMOS_V0.2.1,s000131317,P6,131317,-1.0,CAPERS_COSMOS_P6_s000131317_x1d_optext.fits,None
2075,CAPERS_COSMOS_V0.2.1,s000131478,P6,131478,-1.0,CAPERS_COSMOS_P6_s000131478_x1d_optext.fits,None
2076,CAPERS_COSMOS_V0.2.1,s000131579,P6,131579,-1.0,CAPERS_COSMOS_P6_s000131579_x1d.fits,None
2077,CAPERS_COSMOS_V0.2.1,s000131587,P6,131587,-1.0,CAPERS_COSMOS_P6_s000131587_x1d_optext.fits,None
2078,CAPERS_COSMOS_V0.2.1,s000131649,P6,131649,1.643862,CAPERS_COSMOS_P6_s000131649_x1d_optext.fits,None
2079,CAPERS_COSMOS_V0.2.1,s000131766,P6,131766,6.089515,CAPERS_COSMOS_P6_s000131766_x1d_optext.fits,None
2080,CAPERS_COSMOS_V0.2.1,s000131896,P4,131896,6.923101,CAPERS_COSMOS_P4_s000131896_x1d.fits,None
2081,CAPERS_COSMOS_V0.2.1,s000132285,P4,132285,2.957889,CAPERS_COSMOS_P4_s000132285_x1d_optext.fits,None
2082,CAPERS_COSMOS_V0.2.1,s000132380,P4,132380,5.110874,CAPERS_COSMOS_P4_s000132380_x1d_optext.fits,None
2083,CAPERS_COSMOS_V0.2.1,s000132460,P6,132460,-1.0,CAPERS_COSMOS_P6_s000132460_x1d_optext.fits,None
2084,CAPERS_COSMOS_V0.2.1,s000132577,P4,132577,5.85,CAPERS_COSMOS_P4_s000132577_x1d_optext.fits,None
2085,CAPERS_COSMOS_V0.2.1,s000132792,MultiPointing,132792,-1.0,CAPERS_COSMOS_s000132792_x1d_optext.fits,None
2086,CAPERS_COSMOS_V0.2.1,s000132792,P6,132792,-1.0,CAPERS_COSMOS_P6_s000132792_x1d_optext.fits,None
2087,CAPERS_COSMOS_V0.2.1,s000132792,P4,132792,-1.0,CAPERS_COSMOS_P4_s000132792_x1d_optext.fits,None
2088,CAPERS_COSMOS_V0.2.1,s000133072,P4,133072,3.37218,CAPERS_COSMOS_P4_s000133072_x1d_optext.fits,None
2089,CAPERS_COSMOS_V0.2.1,s000133074,P4,133074,5.14,CAPERS_COSMOS_P4_s000133074_x1d_optext.fits,None
2090,CAPERS_COSMOS_V0.2.1,s000133095,P4,133095,-1.0,CAPERS_COSMOS_P4_s000133095_x1d.fits,None
2091,CAPERS_COSMOS_V0.2.1,s000133286,P4,133286,-1.0,CAPERS_COSMOS_P4_s000133286_x1d_optext.fits,None
2092,CAPERS_COSMOS_V0.2.1,s000133338,P4,133338,3.780676,CAPERS_COSMOS_P4_s000133338_x1d.fits,None
2093,CAPERS_COSMOS_V0.2.1,s000133387,P4,133387,-1.0,CAPERS_COSMOS_P4_s000133387_x1d.fits,None
2094,CAPERS_COSMOS_V0.2.1,s000133412,P6,133412,3.178938,CAPERS_COSMOS_P6_s000133412_x1d_optext.fits,None
2095,CAPERS_COSMOS_V0.2.1,s000133472,P6,133472,-1.0,CAPERS_COSMOS_P6_s000133472_x1d_optext.fits,None
2096,CAPERS_COSMOS_V0.2.1,s000133511,P4,133511,-1.0,CAPERS_COSMOS_P4_s000133511_x1d.fits,None
2097,CAPERS_COSMOS_V0.2.1,s000133583,P4,133583,-1.0,CAPERS_COSMOS_P4_s000133583_x1d_optext.fits,None
2098,CAPERS_COSMOS_V0.2.1,s000133613,P6,133613,4.879229,CAPERS_COSMOS_P6_s000133613_x1d.fits,None
2099,CAPERS_COSMOS_V0.2.1,s000133896,P4,133896,-1.0,CAPERS_COSMOS_P4_s000133896_x1d_optext.fits,None
2100,CAPERS_COSMOS_V0.2.1,s000133938,P4,133938,3.189335,CAPERS_COSMOS_P4_s000133938_x1d_optext.fits,None
2101,CAPERS_COSMOS_V0.2.1,s000134215,P6,134215,-1.0,CAPERS_COSMOS_P6_s000134215_x1d_optext.fits,None
2102,CAPERS_COSMOS_V0.2.1,s000134365,P4,134365,-1.0,CAPERS_COSMOS_P4_s000134365_x1d.fits,None
2103,CAPERS_COSMOS_V0.2.1,s000134374,P4,134374,-1.0,CAPERS_COSMOS_P4_s000134374_x1d_optext.fits,None
2104,CAPERS_COSMOS_V0.2.1,s000134550,P6,134550,2.162702,CAPERS_COSMOS_P6_s000134550_x1d.fits,None
2105,CAPERS_COSMOS_V0.2.1,s000134824,P4,134824,4.486056,CAPERS_COSMOS_P4_s000134824_x1d_optext.fits,None
2106,CAPERS_COSMOS_V0.2.1,s000135357,P6,135357,0.551901,CAPERS_COSMOS_P6_s000135357_x1d_optext.fits,None
2107,CAPERS_COSMOS_V0.2.1,s000136167,P6,136167,-1.0,CAPERS_COSMOS_P6_s000136167_x1d_optext.fits,None
2108,CAPERS_COSMOS_V0.2.1,s000136267,P6,136267,2.749964,CAPERS_COSMOS_P6_s000136267_x1d.fits,Objet in absorption
2109,CAPERS_COSMOS_V0.2.1,s000136300,P4,136300,1.936931,CAPERS_COSMOS_P4_s000136300_x1d_optext.fits,None
2110,CAPERS_COSMOS_V0.2.1,s000136409,P6,136409,-1.0,CAPERS_COSMOS_P6_s000136409_x1d.fits,None
2111,CAPERS_COSMOS_V0.2.1,s000136467,P6,136467,5.35,CAPERS_COSMOS_P6_s000136467_x1d_optext.fits,None
2112,CAPERS_COSMOS_V0.2.1,s000136555,P6,136555,5.79,CAPERS_COSMOS_P6_s000136555_x1d_optext.fits,None
2113,CAPERS_COSMOS_V0.2.1,s000136567,P6,136567,-1.0,CAPERS_COSMOS_P6_s000136567_x1d.fits,None
2114,CAPERS_COSMOS_V0.2.1,s000136580,P6,136580,5.814582,CAPERS_COSMOS_P6_s000136580_x1d.fits,Objet lines are in absorption
2115,CAPERS_COSMOS_V0.2.1,s000136769,P6,136769,-1.0,CAPERS_COSMOS_P6_s000136769_x1d.fits,None
2116,CAPERS_COSMOS_V0.2.1,s000137151,P6,137151,5.24,CAPERS_COSMOS_P6_s000137151_x1d_optext.fits,None
2117,CAPERS_COSMOS_V0.2.1,s000137403,P6,137403,1.653152,CAPERS_COSMOS_P6_s000137403_x1d_optext.fits,None
2118,CAPERS_COSMOS_V0.2.1,s000137488,P6,137488,2.096338,CAPERS_COSMOS_P6_s000137488_x1d_optext.fits,None
2119,CAPERS_COSMOS_V0.2.1,s000137971,P6,137971,5.84,CAPERS_COSMOS_P6_s000137971_x1d_optext.fits,None
2120,CAPERS_COSMOS_V0.2.1,s000138095,P6,138095,2.080292,CAPERS_COSMOS_P6_s000138095_x1d_optext.fits,None
2121,CAPERS_COSMOS_V0.2.1,s000138241,P6,138241,-1.0,CAPERS_COSMOS_P6_s000138241_x1d_optext.fits,None
2122,CAPERS_COSMOS_V0.2.1,s000138303,P6,138303,3.943984,CAPERS_COSMOS_P6_s000138303_x1d_optext.fits,None
2123,CAPERS_COSMOS_V0.2.1,s000138620,P6,138620,1.173686,CAPERS_COSMOS_P6_s000138620_x1d_optext.fits,None
2124,CAPERS_COSMOS_V0.2.1,s000138691,P6,138691,-1.0,CAPERS_COSMOS_P6_s000138691_x1d.fits,None
2125,CAPERS_COSMOS_V0.2.1,s000138698,P6,138698,2.285043,CAPERS_COSMOS_P6_s000138698_x1d_optext.fits,None
2126,CAPERS_COSMOS_V0.2.1,s000138743,P6,138743,-1.0,CAPERS_COSMOS_P6_s000138743_x1d.fits,None
2127,CAPERS_COSMOS_V0.2.1,s000138787,P6,138787,9.172797,CAPERS_COSMOS_P6_s000138787_x1d.fits,None
2128,CAPERS_COSMOS_V0.2.1,s000138979,P6,138979,-1.0,CAPERS_COSMOS_P6_s000138979_x1d.fits,None
2129,CAPERS_COSMOS_V0.2.1,s000138989,P6,138989,-1.0,CAPERS_COSMOS_P6_s000138989_x1d.fits,None
2130,CAPERS_COSMOS_V0.2.1,s000139123,P6,139123,-1.0,CAPERS_COSMOS_P6_s000139123_x1d.fits,None
2131,CAPERS_COSMOS_V0.2.1,s000139167,P6,139167,-1.0,CAPERS_COSMOS_P6_s000139167_x1d.fits,None
2132,CAPERS_COSMOS_V0.2.1,s000139386,P6,139386,-1.0,CAPERS_COSMOS_P6_s000139386_x1d_optext.fits,None
2133,CAPERS_COSMOS_V0.2.1,s000139396,P6,139396,-1.0,CAPERS_COSMOS_P6_s000139396_x1d.fits,None
2134,CAPERS_COSMOS_V0.2.1,s000139632,P6,139632,3.330618,CAPERS_COSMOS_P6_s000139632_x1d_optext.fits,None
2135,CAPERS_COSMOS_V0.2.1,s000139659,P6,139659,3.068295,CAPERS_COSMOS_P6_s000139659_x1d_optext.fits,None
2136,CAPERS_COSMOS_V0.2.1,s000139693,P6,139693,-1.0,CAPERS_COSMOS_P6_s000139693_x1d_optext.fits,None
2137,CAPERS_COSMOS_V0.2.1,s000140082,P6,140082,-1.0,CAPERS_COSMOS_P6_s000140082_x1d_optext.fits,None
2138,CAPERS_COSMOS_V0.2.1,s000140111,P6,140111,-1.0,CAPERS_COSMOS_P6_s000140111_x1d.fits,None
2139,CAPERS_COSMOS_V0.2.1,s000140430,P6,140430,4.11,CAPERS_COSMOS_P6_s000140430_x1d_optext.fits,None
2140,CAPERS_COSMOS_V0.2.1,s000140451,P6,140451,-1.0,CAPERS_COSMOS_P6_s000140451_x1d_optext.fits,None
2141,CAPERS_COSMOS_V0.2.1,s000140776,P6,140776,-1.0,CAPERS_COSMOS_P6_s000140776_x1d_optext.fits,None
2142,CAPERS_COSMOS_V0.2.1,s000140857,P6,140857,-1.0,CAPERS_COSMOS_P6_s000140857_x1d.fits,None
2143,CAPERS_COSMOS_V0.2.1,s000140889,P6,140889,-1.0,CAPERS_COSMOS_P6_s000140889_x1d.fits,None
2144,CAPERS_COSMOS_V0.2.1,s000140909,P6,140909,-1.0,CAPERS_COSMOS_P6_s000140909_x1d_optext.fits,None
