               sample          id       pointing  MPT_number   z_manual  z_gaussian                                    optext
1898  CAPERS_EGS_V0.2  s000096466             P5       96466  -1.000000   -1.000000                                       NaN
1899  CAPERS_EGS_V0.2  s000096640             P5       96640   5.280000    5.293502  CAPERS_EGS_P5_s000096640_x1d_optext.fits
1900  CAPERS_EGS_V0.2  s000096660             P7       96660  -1.000000   -1.000000  CAPERS_EGS_P7_s000096660_x1d_optext.fits
1901  CAPERS_EGS_V0.2  s000096728             P4       96728   3.870000    3.870361  CAPERS_EGS_P4_s000096728_x1d_optext.fits
1902  CAPERS_EGS_V0.2  s000097124             P3       97124  -1.000000   -1.000000  CAPERS_EGS_P3_s000097124_x1d_optext.fits
1903  CAPERS_EGS_V0.2  s000097175             P7       97175   5.200000    5.201136  CAPERS_EGS_P7_s000097175_x1d_optext.fits
1904  CAPERS_EGS_V0.2  s000097294             P5       97294  -1.000000   -1.000000                                       NaN
1905  CAPERS_EGS_V0.2  s000097418             P5       97418  -1.000000   -1.000000                                       NaN
1906  CAPERS_EGS_V0.2  s000097519             P3       97519  -1.000000   -1.000000  CAPERS_EGS_P3_s000097519_x1d_optext.fits
1907  CAPERS_EGS_V0.2  s000097534             P5       97534  -1.000000   -1.000000  CAPERS_EGS_P5_s000097534_x1d_optext.fits
1908  CAPERS_EGS_V0.2  s000097643             P5       97643  -1.000000   -1.000000                                       NaN
1909  CAPERS_EGS_V0.2  s000097675             P7       97675   3.390000    3.405790  CAPERS_EGS_P7_s000097675_x1d_optext.fits
1910  CAPERS_EGS_V0.2  s000097690             P7       97690  -1.000000   -1.000000  CAPERS_EGS_P7_s000097690_x1d_optext.fits
1911  CAPERS_EGS_V0.2  s000097749             P5       97749  -1.000000   -1.000000  CAPERS_EGS_P5_s000097749_x1d_optext.fits
1912  CAPERS_EGS_V0.2  s000097779             P5       97779   5.530000    5.520865  CAPERS_EGS_P5_s000097779_x1d_optext.fits
1913  CAPERS_EGS_V0.2  s000097869             P3       97869   5.986772    5.982224  CAPERS_EGS_P3_s000097869_x1d_optext.fits
1914  CAPERS_EGS_V0.2  s000097912             P7       97912   2.290000    2.287700  CAPERS_EGS_P7_s000097912_x1d_optext.fits
1915  CAPERS_EGS_V0.2  s000097959             P7       97959   2.300000    2.306125  CAPERS_EGS_P7_s000097959_x1d_optext.fits
1916  CAPERS_EGS_V0.2  s000097988             P3       97988   5.800000    5.787142  CAPERS_EGS_P3_s000097988_x1d_optext.fits
1917  CAPERS_EGS_V0.2  s000098001             P7       98001   3.640000    3.654062  CAPERS_EGS_P7_s000098001_x1d_optext.fits
1918  CAPERS_EGS_V0.2  s000098085             P3       98085   7.176033   -1.000000  CAPERS_EGS_P3_s000098085_x1d_optext.fits
1919  CAPERS_EGS_V0.2  s000098089             P3       98089  -1.000000   -1.000000                                       NaN
1920  CAPERS_EGS_V0.2  s000098168             P5       98168  -1.000000   -1.000000                                       NaN
1921  CAPERS_EGS_V0.2  s000099480             P5       99480  -1.000000   -1.000000                                       NaN
1922  CAPERS_EGS_V0.2  s000099504             P7       99504  -1.000000   -1.000000  CAPERS_EGS_P7_s000099504_x1d_optext.fits
1923  CAPERS_EGS_V0.2  s000100046             P5      100046  -1.000000   -1.000000                                       NaN
1924  CAPERS_EGS_V0.2  s000100160             P7      100160  -1.000000   -1.000000                                       NaN
1925  CAPERS_EGS_V0.2  s000101208             P3      101208  -1.000000   -1.000000                                       NaN
1926  CAPERS_EGS_V0.2  s000101303             P5      101303   2.123680    2.134662  CAPERS_EGS_P5_s000101303_x1d_optext.fits
1927  CAPERS_EGS_V0.2  s000102199             P1      102199   7.060000    7.075002  CAPERS_EGS_P1_s000102199_x1d_optext.fits
1928  CAPERS_EGS_V0.2  s000102884             P2      102884  -1.000000   -1.000000                                       NaN
1929  CAPERS_EGS_V0.2  s000102885             P2      102885  -1.000000   -1.000000                                       NaN
1930  CAPERS_EGS_V0.2  s000103113             P2      103113   5.520000    5.525291  CAPERS_EGS_P2_s000103113_x1d_optext.fits
1931  CAPERS_EGS_V0.2  s000103572             P3      103572  -1.000000   -1.000000  CAPERS_EGS_P3_s000103572_x1d_optext.fits
1932  CAPERS_EGS_V0.2  s000103664             P3      103664  -1.000000   -1.000000                                       NaN
1933  CAPERS_EGS_V0.2  s000200860             P5      200860   2.690000    2.694437  CAPERS_EGS_P5_s000200860_x1d_optext.fits
1934  CAPERS_EGS_V0.2  s000200909             P7      200909   2.766963   -1.000000  CAPERS_EGS_P7_s000200909_x1d_optext.fits
1935  CAPERS_EGS_V0.2  s000201147             P5      201147   2.533611    2.547263  CAPERS_EGS_P5_s000201147_x1d_optext.fits
1936  CAPERS_EGS_V0.2  s000201176             P7      201176   2.888555    2.909353  CAPERS_EGS_P7_s000201176_x1d_optext.fits
1937  CAPERS_EGS_V0.2  s000201242             P7      201242   1.886217    1.881026  CAPERS_EGS_P7_s000201242_x1d_optext.fits
1938  CAPERS_EGS_V0.2  s000201389             P7      201389   1.652388   -1.000000  CAPERS_EGS_P7_s000201389_x1d_optext.fits
1939  CAPERS_EGS_V0.2  s000201731             P5      201731   0.743612    0.751367  CAPERS_EGS_P5_s000201731_x1d_optext.fits
1940  CAPERS_EGS_V0.2  s000201756             P7      201756  -1.000000   -1.000000                                       NaN
1941  CAPERS_EGS_V0.2  s000201810             P7      201810  -1.000000   -1.000000  CAPERS_EGS_P7_s000201810_x1d_optext.fits
1942  CAPERS_EGS_V0.2  s000201835             P7      201835   1.466113    1.471609  CAPERS_EGS_P7_s000201835_x1d_optext.fits
1943  CAPERS_EGS_V0.2  s000201839             P7      201839   2.557310    2.559459  CAPERS_EGS_P7_s000201839_x1d_optext.fits
1944  CAPERS_EGS_V0.2  s000202071             P7      202071   1.455451    1.461336  CAPERS_EGS_P7_s000202071_x1d_optext.fits
1945  CAPERS_EGS_V0.2  s000202561             P7      202561   1.864574    1.849046  CAPERS_EGS_P7_s000202561_x1d_optext.fits
1946  CAPERS_EGS_V0.2  s000202624             P7      202624   2.589351    2.578494  CAPERS_EGS_P7_s000202624_x1d_optext.fits
1947  CAPERS_EGS_V0.2  s000202747             P7      202747   0.769249    0.767239  CAPERS_EGS_P7_s000202747_x1d_optext.fits
1948  CAPERS_EGS_V0.2  s000202818             P7      202818  -1.000000   -1.000000                                       NaN
1949  CAPERS_EGS_V0.2  s000202922             P7      202922  -1.000000   -1.000000  CAPERS_EGS_P7_s000202922_x1d_optext.fits
1950  CAPERS_EGS_V0.2  s000203180             P7      203180  -1.000000   -1.000000  CAPERS_EGS_P7_s000203180_x1d_optext.fits
1951  CAPERS_EGS_V0.2  s000203870             P7      203870   3.098747    3.108045  CAPERS_EGS_P7_s000203870_x1d_optext.fits
1952  CAPERS_EGS_V0.2  s000204158             P7      204158  -1.000000   -1.000000  CAPERS_EGS_P7_s000204158_x1d_optext.fits
1953  CAPERS_EGS_V0.2  s000204584             P5      204584   5.610000    5.606503  CAPERS_EGS_P5_s000204584_x1d_optext.fits
1954  CAPERS_EGS_V0.2  s000204625             P7      204625   3.444989    3.444892  CAPERS_EGS_P7_s000204625_x1d_optext.fits
1955  CAPERS_EGS_V0.2  s000204698             P5      204698   1.280000    1.284754  CAPERS_EGS_P5_s000204698_x1d_optext.fits
1956  CAPERS_EGS_V0.2  s000204717             P5      204717   2.440000    2.444514  CAPERS_EGS_P5_s000204717_x1d_optext.fits
1957  CAPERS_EGS_V0.2  s000204917             P5      204917   3.880000    3.883958  CAPERS_EGS_P5_s000204917_x1d_optext.fits
1958  CAPERS_EGS_V0.2  s000204943             P5      204943   1.397895   -1.000000  CAPERS_EGS_P5_s000204943_x1d_optext.fits
1959  CAPERS_EGS_V0.2  s000205030             P5      205030   1.360000    1.362421  CAPERS_EGS_P5_s000205030_x1d_optext.fits
1960  CAPERS_EGS_V0.2  s000205271             P5      205271  -1.000000   -1.000000  CAPERS_EGS_P5_s000205271_x1d_optext.fits
1961  CAPERS_EGS_V0.2  s000205338             P5      205338   1.580000    1.579311  CAPERS_EGS_P5_s000205338_x1d_optext.fits
1962  CAPERS_EGS_V0.2  s000205767             P5      205767   3.640000    3.652093  CAPERS_EGS_P5_s000205767_x1d_optext.fits
1963  CAPERS_EGS_V0.2  s000205911             P5      205911  -1.000000   -1.000000  CAPERS_EGS_P5_s000205911_x1d_optext.fits
1964  CAPERS_EGS_V0.2  s000205934             P5      205934   1.000000    1.008433  CAPERS_EGS_P5_s000205934_x1d_optext.fits
1965  CAPERS_EGS_V0.2  s000205973             P5      205973   2.096781    2.104337  CAPERS_EGS_P5_s000205973_x1d_optext.fits
1966  CAPERS_EGS_V0.2  s000206031             P7      206031   3.640000    3.644240  CAPERS_EGS_P7_s000206031_x1d_optext.fits
1967  CAPERS_EGS_V0.2  s000206116             P5      206116  -1.000000   -1.000000  CAPERS_EGS_P5_s000206116_x1d_optext.fits
1968  CAPERS_EGS_V0.2  s000206147             P5      206147   5.680000    5.677045  CAPERS_EGS_P5_s000206147_x1d_optext.fits
1969  CAPERS_EGS_V0.2  s000206370             P5      206370   1.530000    1.531166  CAPERS_EGS_P5_s000206370_x1d_optext.fits
1970  CAPERS_EGS_V0.2  s000206438             P7      206438   2.270000    2.282997  CAPERS_EGS_P7_s000206438_x1d_optext.fits
1971  CAPERS_EGS_V0.2  s000206713             P5      206713   4.970000    4.975789  CAPERS_EGS_P5_s000206713_x1d_optext.fits
1972  CAPERS_EGS_V0.2  s000207108             P5      207108   4.280000    4.290479  CAPERS_EGS_P5_s000207108_x1d_optext.fits
1973  CAPERS_EGS_V0.2  s000207183             P5      207183   1.647002    1.641024  CAPERS_EGS_P5_s000207183_x1d_optext.fits
1974  CAPERS_EGS_V0.2  s000207291             P5      207291   4.420000    4.422235  CAPERS_EGS_P5_s000207291_x1d_optext.fits
1975  CAPERS_EGS_V0.2  s000207306             P7      207306   2.040000    2.034670  CAPERS_EGS_P7_s000207306_x1d_optext.fits
1976  CAPERS_EGS_V0.2  s000207320             P7      207320   2.309200    2.304068  CAPERS_EGS_P7_s000207320_x1d_optext.fits
1977  CAPERS_EGS_V0.2  s000207404             P5      207404  -1.000000   -1.000000  CAPERS_EGS_P5_s000207404_x1d_optext.fits
1978  CAPERS_EGS_V0.2  s000207541             P7      207541  -1.000000   -1.000000  CAPERS_EGS_P7_s000207541_x1d_optext.fits
1979  CAPERS_EGS_V0.2  s000207749             P5      207749   3.760000    3.763456  CAPERS_EGS_P5_s000207749_x1d_optext.fits
1980  CAPERS_EGS_V0.2  s000207796             P5      207796  -1.000000   -1.000000  CAPERS_EGS_P5_s000207796_x1d_optext.fits
1981  CAPERS_EGS_V0.2  s000208201             P7      208201   1.085744   -1.000000  CAPERS_EGS_P7_s000208201_x1d_optext.fits
1982  CAPERS_EGS_V0.2  s000208367             P1      208367   2.170000    2.183549  CAPERS_EGS_P1_s000208367_x1d_optext.fits
1983  CAPERS_EGS_V0.2  s000208436             P7      208436  -1.000000   -1.000000  CAPERS_EGS_P7_s000208436_x1d_optext.fits
1984  CAPERS_EGS_V0.2  s000208850             P5      208850   1.680000    1.684020  CAPERS_EGS_P5_s000208850_x1d_optext.fits
1985  CAPERS_EGS_V0.2  s000208973             P1      208973   2.000000    2.019782  CAPERS_EGS_P1_s000208973_x1d_optext.fits
1986  CAPERS_EGS_V0.2  s000209061             P3      209061  -1.000000   -1.000000                                       NaN
1987  CAPERS_EGS_V0.2  s000209172             P5      209172  -1.000000   -1.000000  CAPERS_EGS_P5_s000209172_x1d_optext.fits
1988  CAPERS_EGS_V0.2  s000209306             P5      209306  -1.000000   -1.000000                                       NaN
1989  CAPERS_EGS_V0.2  s000209345             P5      209345   1.904961   -1.000000  CAPERS_EGS_P5_s000209345_x1d_optext.fits
1990  CAPERS_EGS_V0.2  s000209527             P1      209527   2.090000    2.095816  CAPERS_EGS_P1_s000209527_x1d_optext.fits
1991  CAPERS_EGS_V0.2  s000209532             P7      209532  -1.000000   -1.000000                                       NaN
1992  CAPERS_EGS_V0.2  s000209640             P1      209640   1.536629    1.551663  CAPERS_EGS_P1_s000209640_x1d_optext.fits
1993  CAPERS_EGS_V0.2  s000209756             P1      209756   3.880000    3.878339  CAPERS_EGS_P1_s000209756_x1d_optext.fits
1994  CAPERS_EGS_V0.2  s000209786             P7      209786  -1.000000   -1.000000  CAPERS_EGS_P7_s000209786_x1d_optext.fits
1995  CAPERS_EGS_V0.2  s000209872             P5      209872   2.704382    2.695976  CAPERS_EGS_P5_s000209872_x1d_optext.fits
1996  CAPERS_EGS_V0.2  s000209880             P5      209880  -1.000000   -1.000000                                       NaN
1997  CAPERS_EGS_V0.2  s000209939             P7      209939  -1.000000   -1.000000                                       NaN
1998  CAPERS_EGS_V0.2  s000209955             P7      209955  -1.000000   -1.000000                                       NaN
1999  CAPERS_EGS_V0.2  s000209993             P2      209993   0.705112    0.692917  CAPERS_EGS_P2_s000209993_x1d_optext.fits
2000  CAPERS_EGS_V0.2  s000210022             P2      210022   1.521744    1.514813  CAPERS_EGS_P2_s000210022_x1d_optext.fits
2001  CAPERS_EGS_V0.2  s000210094             P3      210094   2.357497   -1.000000  CAPERS_EGS_P3_s000210094_x1d_optext.fits
2002  CAPERS_EGS_V0.2  s000210347             P3      210347   3.234380    3.233162  CAPERS_EGS_P3_s000210347_x1d_optext.fits
2003  CAPERS_EGS_V0.2  s000210390             P7      210390   2.220000    2.227755  CAPERS_EGS_P7_s000210390_x1d_optext.fits
2004  CAPERS_EGS_V0.2  s000210468             P1      210468   0.746021    0.748995  CAPERS_EGS_P1_s000210468_x1d_optext.fits
2005  CAPERS_EGS_V0.2  s000210485             P2      210485   2.315226    2.319226  CAPERS_EGS_P2_s000210485_x1d_optext.fits
2006  CAPERS_EGS_V0.2  s000210557             P7      210557   1.700000    1.711097  CAPERS_EGS_P7_s000210557_x1d_optext.fits
2007  CAPERS_EGS_V0.2  s000210751             P5      210751   1.870000    1.888155  CAPERS_EGS_P5_s000210751_x1d_optext.fits
2008  CAPERS_EGS_V0.2  s000210757             P3      210757   0.639172    0.639354  CAPERS_EGS_P3_s000210757_x1d_optext.fits
2009  CAPERS_EGS_V0.2  s000210848             P2      210848  -1.000000   -1.000000  CAPERS_EGS_P2_s000210848_x1d_optext.fits
2010  CAPERS_EGS_V0.2  s000210881             P3      210881   0.807530    0.813363  CAPERS_EGS_P3_s000210881_x1d_optext.fits
2011  CAPERS_EGS_V0.2  s000210887             P2      210887   3.330847    3.320907  CAPERS_EGS_P2_s000210887_x1d_optext.fits
2012  CAPERS_EGS_V0.2  s000211010             P4      211010   1.203434    1.212125  CAPERS_EGS_P4_s000211010_x1d_optext.fits
2013  CAPERS_EGS_V0.2  s000211036             P4      211036   1.416305   -1.000000  CAPERS_EGS_P4_s000211036_x1d_optext.fits
2014  CAPERS_EGS_V0.2  s000211102             P4      211102   2.294730   -1.000000  CAPERS_EGS_P4_s000211102_x1d_optext.fits
2015  CAPERS_EGS_V0.2  s000211103             P1      211103  -1.000000   -1.000000  CAPERS_EGS_P1_s000211103_x1d_optext.fits
2016  CAPERS_EGS_V0.2  s000211229             P3      211229  -1.000000   -1.000000  CAPERS_EGS_P3_s000211229_x1d_optext.fits
2017  CAPERS_EGS_V0.2  s000211269             P1      211269  -1.000000   -1.000000  CAPERS_EGS_P1_s000211269_x1d_optext.fits
2018  CAPERS_EGS_V0.2  s000211318             P3      211318  -1.000000   -1.000000  CAPERS_EGS_P3_s000211318_x1d_optext.fits
2019  CAPERS_EGS_V0.2  s000211505             P3      211505  -1.000000   -1.000000                                       NaN
2020  CAPERS_EGS_V0.2  s000211554             P2      211554   1.527688    1.518672  CAPERS_EGS_P2_s000211554_x1d_optext.fits
2021  CAPERS_EGS_V0.2  s000211575             P2      211575  -1.000000   -1.000000  CAPERS_EGS_P2_s000211575_x1d_optext.fits
2022  CAPERS_EGS_V0.2  s000211623             P1      211623  -1.000000   -1.000000  CAPERS_EGS_P1_s000211623_x1d_optext.fits
2023  CAPERS_EGS_V0.2  s000211736             P3      211736   2.020000    2.008524  CAPERS_EGS_P3_s000211736_x1d_optext.fits
2024  CAPERS_EGS_V0.2  s000211782             P3      211782   2.310000    2.321360  CAPERS_EGS_P3_s000211782_x1d_optext.fits
2025  CAPERS_EGS_V0.2  s000211824             P3      211824  -1.000000   -1.000000  CAPERS_EGS_P3_s000211824_x1d_optext.fits
2026  CAPERS_EGS_V0.2  s000211862             P1      211862  -1.000000   -1.000000  CAPERS_EGS_P1_s000211862_x1d_optext.fits
2027  CAPERS_EGS_V0.2  s000211928             P2      211928   2.000000    2.019741  CAPERS_EGS_P2_s000211928_x1d_optext.fits
2028  CAPERS_EGS_V0.2  s000211941             P2      211941   1.893604   -1.000000  CAPERS_EGS_P2_s000211941_x1d_optext.fits
2029  CAPERS_EGS_V0.2  s000211952             P1      211952   2.710000    2.713474  CAPERS_EGS_P1_s000211952_x1d_optext.fits
2030  CAPERS_EGS_V0.2  s000211953             P4      211953   2.900000    2.899002  CAPERS_EGS_P4_s000211953_x1d_optext.fits
2031  CAPERS_EGS_V0.2  s000211962             P2      211962   1.572859    1.589378  CAPERS_EGS_P2_s000211962_x1d_optext.fits
2032  CAPERS_EGS_V0.2  s000211968             P4      211968   1.225619   -1.000000  CAPERS_EGS_P4_s000211968_x1d_optext.fits
2033  CAPERS_EGS_V0.2  s000212017             P7      212017   2.960000    2.976010  CAPERS_EGS_P7_s000212017_x1d_optext.fits
2034  CAPERS_EGS_V0.2  s000212046             P2      212046   2.540000    2.551620  CAPERS_EGS_P2_s000212046_x1d_optext.fits
2035  CAPERS_EGS_V0.2  s000212048             P7      212048   2.230000    2.220253  CAPERS_EGS_P7_s000212048_x1d_optext.fits
2036  CAPERS_EGS_V0.2  s000212165             P1      212165   1.566377    1.570293  CAPERS_EGS_P1_s000212165_x1d_optext.fits
2037  CAPERS_EGS_V0.2  s000212179             P4      212179   3.820000    3.826924  CAPERS_EGS_P4_s000212179_x1d_optext.fits
2038  CAPERS_EGS_V0.2  s000212181             P2      212181   2.070000    2.086496  CAPERS_EGS_P2_s000212181_x1d_optext.fits
2039  CAPERS_EGS_V0.2  s000212206             P2      212206   2.014970   -1.000000  CAPERS_EGS_P2_s000212206_x1d_optext.fits
2040  CAPERS_EGS_V0.2  s000212261             P7      212261  -1.000000   -1.000000  CAPERS_EGS_P7_s000212261_x1d_optext.fits
2041  CAPERS_EGS_V0.2  s000212272             P1      212272   3.180000    3.195134  CAPERS_EGS_P1_s000212272_x1d_optext.fits
2042  CAPERS_EGS_V0.2  s000212302             P1      212302   1.790091    1.788045  CAPERS_EGS_P1_s000212302_x1d_optext.fits
2043  CAPERS_EGS_V0.2  s000212336             P1      212336   2.194433    2.190535  CAPERS_EGS_P1_s000212336_x1d_optext.fits
2044  CAPERS_EGS_V0.2  s000212337             P3      212337   2.556598    2.574574  CAPERS_EGS_P3_s000212337_x1d_optext.fits
2045  CAPERS_EGS_V0.2  s000212342             P1      212342   0.738311    0.740594  CAPERS_EGS_P1_s000212342_x1d_optext.fits
2046  CAPERS_EGS_V0.2  s000212349             P1      212349   1.420000    1.429641  CAPERS_EGS_P1_s000212349_x1d_optext.fits
2047  CAPERS_EGS_V0.2  s000212392             P2      212392  -1.000000   -1.000000  CAPERS_EGS_P2_s000212392_x1d_optext.fits
2048  CAPERS_EGS_V0.2  s000212439             P5      212439  -1.000000   -1.000000                                       NaN
2049  CAPERS_EGS_V0.2  s000212520             P1      212520   2.380000    2.399037  CAPERS_EGS_P1_s000212520_x1d_optext.fits
2050  CAPERS_EGS_V0.2  s000212581             P1      212581   1.030000    1.038265  CAPERS_EGS_P1_s000212581_x1d_optext.fits
2051  CAPERS_EGS_V0.2  s000212672             P3      212672   1.607861    1.608277  CAPERS_EGS_P3_s000212672_x1d_optext.fits
2052  CAPERS_EGS_V0.2  s000212740             P7      212740  -1.000000   -1.000000                                       NaN
2053  CAPERS_EGS_V0.2  s000212755             P1      212755   0.740092    0.742078  CAPERS_EGS_P1_s000212755_x1d_optext.fits
2054  CAPERS_EGS_V0.2  s000212798             P2      212798  -1.000000   -1.000000  CAPERS_EGS_P2_s000212798_x1d_optext.fits
2055  CAPERS_EGS_V0.2  s000212799             P2      212799   3.472617    3.472263  CAPERS_EGS_P2_s000212799_x1d_optext.fits
2056  CAPERS_EGS_V0.2  s000212837             P2      212837   2.980000    2.966003  CAPERS_EGS_P2_s000212837_x1d_optext.fits
2057  CAPERS_EGS_V0.2  s000212844             P1      212844   1.829042   -1.000000  CAPERS_EGS_P1_s000212844_x1d_optext.fits
2058  CAPERS_EGS_V0.2  s000212932             P2      212932   2.280000    2.284144  CAPERS_EGS_P2_s000212932_x1d_optext.fits
2059  CAPERS_EGS_V0.2  s000213000             P2      213000   4.620000    4.633711  CAPERS_EGS_P2_s000213000_x1d_optext.fits
2060  CAPERS_EGS_V0.2  s000213038             P2      213038  -1.000000   -1.000000  CAPERS_EGS_P2_s000213038_x1d_optext.fits
2061  CAPERS_EGS_V0.2  s000213064             P1      213064   1.890000    1.905780  CAPERS_EGS_P1_s000213064_x1d_optext.fits
2062  CAPERS_EGS_V0.2  s000213070             P1      213070   2.490000    2.481217  CAPERS_EGS_P1_s000213070_x1d_optext.fits
2063  CAPERS_EGS_V0.2  s000213117             P1      213117   2.370000    2.374718  CAPERS_EGS_P1_s000213117_x1d_optext.fits
2064  CAPERS_EGS_V0.2  s000213138             P1      213138   0.870000    0.873033  CAPERS_EGS_P1_s000213138_x1d_optext.fits
2065  CAPERS_EGS_V0.2  s000213172             P2      213172   1.250000    1.250957  CAPERS_EGS_P2_s000213172_x1d_optext.fits
2066  CAPERS_EGS_V0.2  s000213179             P1      213179   2.500000    2.510390  CAPERS_EGS_P1_s000213179_x1d_optext.fits
2067  CAPERS_EGS_V0.2  s000213192             P2      213192   1.590000    1.592623  CAPERS_EGS_P2_s000213192_x1d_optext.fits
2068  CAPERS_EGS_V0.2  s000213230             P2      213230  -1.000000   -1.000000  CAPERS_EGS_P2_s000213230_x1d_optext.fits
2069  CAPERS_EGS_V0.2  s000213280             P3      213280  -1.000000   -1.000000  CAPERS_EGS_P3_s000213280_x1d_optext.fits
2070  CAPERS_EGS_V0.2  s000213357             P2      213357   1.560000    1.556669  CAPERS_EGS_P2_s000213357_x1d_optext.fits
2071  CAPERS_EGS_V0.2  s000213363             P2      213363   1.550000   -1.000000  CAPERS_EGS_P2_s000213363_x1d_optext.fits
2072  CAPERS_EGS_V0.2  s000213372             P2      213372   0.444985   -1.000000  CAPERS_EGS_P2_s000213372_x1d_optext.fits
2073  CAPERS_EGS_V0.2  s000213381             P1      213381  -1.000000   -1.000000  CAPERS_EGS_P1_s000213381_x1d_optext.fits
2074  CAPERS_EGS_V0.2  s000213416             P1      213416   3.354819    3.358698  CAPERS_EGS_P1_s000213416_x1d_optext.fits
2075  CAPERS_EGS_V0.2  s000213446             P2      213446   2.020000    2.022206  CAPERS_EGS_P2_s000213446_x1d_optext.fits
2076  CAPERS_EGS_V0.2  s000213467             P1      213467   3.320000    3.334233  CAPERS_EGS_P1_s000213467_x1d_optext.fits
2077  CAPERS_EGS_V0.2  s000213543             P2      213543   2.290000    2.301156  CAPERS_EGS_P2_s000213543_x1d_optext.fits
2078  CAPERS_EGS_V0.2  s000213568             P2      213568   1.549166    1.570144  CAPERS_EGS_P2_s000213568_x1d_optext.fits
2079  CAPERS_EGS_V0.2  s000213582             P1      213582  -1.000000   -1.000000  CAPERS_EGS_P1_s000213582_x1d_optext.fits
2080  CAPERS_EGS_V0.2  s000213600             P2      213600  -1.000000   -1.000000  CAPERS_EGS_P2_s000213600_x1d_optext.fits
2081  CAPERS_EGS_V0.2  s000213601             P1      213601   2.540000    2.543640  CAPERS_EGS_P1_s000213601_x1d_optext.fits
2082  CAPERS_EGS_V0.2  s000213603             P1      213603   1.800636    1.791588  CAPERS_EGS_P1_s000213603_x1d_optext.fits
2083  CAPERS_EGS_V0.2  s000213616             P1      213616   1.730000    1.728902  CAPERS_EGS_P1_s000213616_x1d_optext.fits
2084  CAPERS_EGS_V0.2  s000213618             P4      213618   2.290000    2.331717  CAPERS_EGS_P4_s000213618_x1d_optext.fits
2085  CAPERS_EGS_V0.2  s000213643             P3      213643   3.861841    3.871651  CAPERS_EGS_P3_s000213643_x1d_optext.fits
2086  CAPERS_EGS_V0.2  s000213697             P4      213697   3.610000    3.628908  CAPERS_EGS_P4_s000213697_x1d_optext.fits
2087  CAPERS_EGS_V0.2  s000213850             P4      213850   2.148477    2.141907  CAPERS_EGS_P4_s000213850_x1d_optext.fits
2088  CAPERS_EGS_V0.2  s000213921             P5      213921   3.724241   -1.000000  CAPERS_EGS_P5_s000213921_x1d_optext.fits
2089  CAPERS_EGS_V0.2  s000213926             P4      213926   0.460032    0.464382  CAPERS_EGS_P4_s000213926_x1d_optext.fits
2090  CAPERS_EGS_V0.2  s000213939             P4      213939   0.556424    0.561317  CAPERS_EGS_P4_s000213939_x1d_optext.fits
2091  CAPERS_EGS_V0.2  s000213969             P1      213969   1.250000    1.257804  CAPERS_EGS_P1_s000213969_x1d_optext.fits
2092  CAPERS_EGS_V0.2  s000213992             P1      213992  -1.000000   -1.000000  CAPERS_EGS_P1_s000213992_x1d_optext.fits
2093  CAPERS_EGS_V0.2  s000214115             P4      214115   3.430000    3.440041  CAPERS_EGS_P4_s000214115_x1d_optext.fits
2094  CAPERS_EGS_V0.2  s000214158             P3      214158   2.030000    2.046749  CAPERS_EGS_P3_s000214158_x1d_optext.fits
2095  CAPERS_EGS_V0.2  s000214236             P1      214236   1.250469    1.260657  CAPERS_EGS_P1_s000214236_x1d_optext.fits
2096  CAPERS_EGS_V0.2  s000214384             P1      214384  -1.000000   -1.000000  CAPERS_EGS_P1_s000214384_x1d_optext.fits
2097  CAPERS_EGS_V0.2  s000214397             P2      214397   1.790000    1.813559  CAPERS_EGS_P2_s000214397_x1d_optext.fits
2098  CAPERS_EGS_V0.2  s000214407             P2      214407   2.052432    2.045687  CAPERS_EGS_P2_s000214407_x1d_optext.fits
2099  CAPERS_EGS_V0.2  s000214424             P2      214424   0.511404    0.518811  CAPERS_EGS_P2_s000214424_x1d_optext.fits
2100  CAPERS_EGS_V0.2  s000214548             P2      214548   2.600000    2.636003  CAPERS_EGS_P2_s000214548_x1d_optext.fits
2101  CAPERS_EGS_V0.2  s000214621             P1      214621  -1.000000   -1.000000  CAPERS_EGS_P1_s000214621_x1d_optext.fits
2102  CAPERS_EGS_V0.2  s000214625             P2      214625  -1.000000   -1.000000  CAPERS_EGS_P2_s000214625_x1d_optext.fits
2103  CAPERS_EGS_V0.2  s000214627             P1      214627   0.750000   -1.000000  CAPERS_EGS_P1_s000214627_x1d_optext.fits
2104  CAPERS_EGS_V0.2  s000214631             P1      214631  -1.000000   -1.000000                                       NaN
2105  CAPERS_EGS_V0.2  s000214667             P7      214667   2.010000    2.015847  CAPERS_EGS_P7_s000214667_x1d_optext.fits
2106  CAPERS_EGS_V0.2  s000214675             P1      214675   2.300000    2.293209  CAPERS_EGS_P1_s000214675_x1d_optext.fits
2107  CAPERS_EGS_V0.2  s000214749             P2      214749   2.170000    2.177643  CAPERS_EGS_P2_s000214749_x1d_optext.fits
2108  CAPERS_EGS_V0.2  s000214765             P3      214765  -1.000000   -1.000000  CAPERS_EGS_P3_s000214765_x1d_optext.fits
2109  CAPERS_EGS_V0.2  s000214802             P2      214802   1.661864    1.676834  CAPERS_EGS_P2_s000214802_x1d_optext.fits
2110  CAPERS_EGS_V0.2  s000214841             P3      214841   1.439254    1.443965  CAPERS_EGS_P3_s000214841_x1d_optext.fits
2111  CAPERS_EGS_V0.2  s000214866             P1      214866  -1.000000   -1.000000  CAPERS_EGS_P1_s000214866_x1d_optext.fits
