ID,ra,dec,z_med,z_UNICORN,flux_F277W,flux_F356W,flux_F444W,MSA_weight,pointing,n_nods_vis1,n_nods_vis2,n_nods_vis3,eff_exp_time,shutter_centering
15371,34.510803237324254,-5.154381913963733,,3.459999999999992,26.398911056233928,26.654999042766413,26.4373875619764,53,1,0,4,0,3793.1114,Midpoint
118626,34.43381263556046,-5.119122096379026,,3.459999999999992,27.143334675685622,27.43069292066281,27.501004466278964,53,2,0,6,0,5689.6671,Midpoint
136736,34.461304004075934,-5.121956445884951,,3.459999999999992,26.842109011974635,27.22258948084284,27.157954852898364,53,2,0,6,0,5689.6671,Midpoint
146515,34.24536760867279,-5.142186643370827,,3.459999999999992,28.20984151841612,28.120055810256844,27.99262902740338,53,3,0,6,0,5689.6671,Midpoint
55501,34.31244420465307,-5.304775111729144,,3.459999999999992,26.90348928700834,26.9624457822054,26.78343271537457,53,7,0,6,0,5689.6671,Midpoint
58206,34.285797193481365,-5.298013402457705,,3.459999999999992,27.24168461760422,27.44554805737883,27.55199781721543,53,7,0,6,0,5689.6671,Midpoint
66141,34.29615157264694,-5.2804374093159385,,3.459999999999992,27.927113121017875,28.25851537701489,27.62553309726585,53,7,0,6,0,5689.6671,Midpoint
116872,34.517912727643704,-5.162836385715051,,3.459999999999992,27.008348323777625,26.96901986728991,26.869033129162226,53,1,0,0,6,5689.6671,Midpoint
80997,34.48841454503431,-5.24790871475624,,3.459999999999992,27.41782413411884,27.78780397526195,27.738334036603227,53,4,0,0,6,5689.6671,Midpoint
40926,34.33861272860769,-5.27338804663709,,3.459999999999992,26.81662210635487,26.935818449830087,26.894882350511345,53,7,0,0,6,5689.6671,Midpoint
54284,34.32119707832149,-5.308098651295865,,3.459999999999992,27.886510397172728,28.333466401468712,27.696080427061425,53,7,0,0,6,5689.6671,Midpoint
74093,34.3080907555874,-5.262505779781461,,3.459999999999992,27.514085025379664,28.038782694370965,28.068406302153164,53,7,0,0,6,5689.6671,Midpoint
76125,34.48440206580447,-5.258023383889773,,6.130000000000006,29.02531475987155,28.538575401132498,28.85691841712427,52,4,0,0,6,5689.6671,Midpoint
140719,34.46885508151437,-5.130127607048839,,6.64000000000001,28.84672259197459,28.6427665382381,29.41674716789429,51,2,0,6,0,5689.6671,Midpoint
113357,34.303658469308495,-5.170815851756802,,3.9699999999999886,28.10843501790452,28.124700640990525,28.278213154295727,51,6,6,0,0,5689.6671,Midpoint
129261,34.23750679148624,-5.1056672745658895,,3.429999999999992,28.16028139017329,28.2585490972698,27.77538267735341,51,3,6,0,0,5689.6671,Midpoint
136304,34.2173675334298,-5.121255972738731,,3.429999999999992,27.50811323242445,27.536234852718607,27.26608932164668,51,3,6,0,6,11379.3342,Midpoint
90083,34.423795755424564,-5.226718461601094,,3.429999999999992,27.186966319674383,27.27116275148414,26.97229566497011,51,5,6,0,6,11379.3342,Midpoint
27872,34.290885931735886,-5.21385140405527,,3.429999999999992,24.96409710061578,25.150974434857545,25.037974295719746,51,6,6,6,6,17069.0013,Midpoint
40397,34.32490286162003,-5.2713044114992025,,3.429999999999992,25.06774910386365,24.35772989719784,23.63016578135699,51,7,6,0,0,5689.6671,Midpoint
151986,34.48193780565095,-5.152410466486639,,3.429999999999992,27.88364523185572,28.43794118931227,28.24622733780282,51,1,0,6,0,5689.6671,Midpoint
153391,34.42001698000278,-5.15497013657853,,3.429999999999992,27.7294874478102,27.83003502036575,28.010675650744368,51,2,0,6,0,5689.6671,Midpoint
35916,34.5119713377178,-5.251551954498989,,3.429999999999992,24.10680681087411,23.84878772670219,23.637378431700668,51,4,0,6,0,5689.6671,Midpoint
69203,34.48565208128706,-5.272997753097032,,3.429999999999992,27.24439526531689,27.560400683342536,27.74001356032563,51,4,0,6,0,5689.6671,Midpoint
28591,34.32906559918686,-5.2178084087013055,,3.429999999999992,23.28980476743332,23.2672636001558,23.053467491922987,51,6,0,6,0,5689.6671,Midpoint
30954,34.32333284705914,-5.22862156565309,,3.429999999999992,26.42848346124172,26.70620692302072,26.482125758872577,51,6,0,6,0,5689.6671,Midpoint
21760,34.47189504069007,-5.181843888482131,,3.429999999999992,26.45052928155316,26.540254954590537,26.557522345319704,51,1,0,0,6,5689.6671,Midpoint
151778,34.481488098346375,-5.152366128280951,,3.429999999999992,27.216453438883462,27.5648703023693,26.975606791642235,51,1,0,0,6,5689.6671,Midpoint
14523,34.450160192514375,-5.151140319095542,,3.429999999999992,26.31377267860018,26.4591147411277,26.36686563294387,51,2,0,0,6,5689.6671,Midpoint
44749,34.50322902918598,-5.292091482318674,,3.429999999999992,25.85597624370544,26.038359404262792,25.88747480177196,51,4,0,0,6,5689.6671,Midpoint
82550,34.42671582250753,-5.244540263920936,,5.259999999999999,28.36947784373116,28.635637087923392,28.65820979365202,50,5,6,0,0,5689.6671,Midpoint
131662,34.26466649148741,-5.11076331765674,,3.8199999999999896,28.32725709126401,28.08233525744872,28.103617119647343,50,3,0,6,0,5689.6671,Midpoint
57774,34.51409159910382,-5.299078831527251,,3.429999999999992,28.00386366358991,28.24770887566406,28.1052761539922,50,4,0,6,0,5689.6671,Midpoint
15789,34.47002716333286,-5.1560275690514255,,3.3999999999999924,26.38938694068701,26.49223538517017,26.59466639216688,50,1,2,2,2,5689.6671,Midpoint
