              sample          id                                      file   z_manual                                                           Notes
700  CAPERS_UDS_V0.1  s000015980  CAPERS_UDS_P1_s000015980_x1d_optext.fits   2.550000                                                                
701  CAPERS_UDS_V0.1  s000016112  CAPERS_UDS_P2_s000016112_x1d_optext.fits   1.700000                                                                
702  CAPERS_UDS_V0.1  s000016144  CAPERS_UDS_P2_s000016144_x1d_optext.fits   3.220000                                                                
703  CAPERS_UDS_V0.1  s000016184  CAPERS_UDS_P1_s000016184_x1d_optext.fits   3.135570                                                                
704  CAPERS_UDS_V0.1  s000015329  CAPERS_UDS_P1_s000015329_x1d_optext.fits   2.280000                                                                
705  CAPERS_UDS_V0.1  s000016261  CAPERS_UDS_P1_s000016261_x1d_optext.fits   1.494025                                                                
706  CAPERS_UDS_V0.1  s000015354  CAPERS_UDS_P1_s000015354_x1d_optext.fits   1.960000                                                                
707  CAPERS_UDS_V0.1  s000152110         CAPERS_UDS_P1_s000152110_x1d.fits   2.760000                   Unmasked_spike,_Higher_redshift_than_expected
708  CAPERS_UDS_V0.1  s000153587         CAPERS_UDS_P1_s000153587_x1d.fits   2.950000                                                                
709  CAPERS_UDS_V0.1  s000149663         CAPERS_UDS_P1_s000149663_x1d.fits   6.174109                                                                
710  CAPERS_UDS_V0.1  s000146485         CAPERS_UDS_P3_s000146485_x1d.fits   9.274203                                                                
711  CAPERS_UDS_V0.1  s000153567         CAPERS_UDS_P1_s000153567_x1d.fits   0.468143                                                                
712  CAPERS_UDS_V0.1  s000145121         CAPERS_UDS_P3_s000145121_x1d.fits   4.157867                                                                
713  CAPERS_UDS_V0.1  s000151986         CAPERS_UDS_P1_s000151986_x1d.fits   3.030669                                             Lines_in_absorption
714  CAPERS_UDS_V0.1  s000147511         CAPERS_UDS_P2_s000147511_x1d.fits   0.383454                                                                
715  CAPERS_UDS_V0.1  s000109375         CAPERS_UDS_P1_s000109375_x1d.fits   4.878651                                                  Unmasked_spike
716  CAPERS_UDS_V0.1  s000138341         CAPERS_UDS_P3_s000138341_x1d.fits   2.344711                                                                
717  CAPERS_UDS_V0.1  s000111594         CAPERS_UDS_P1_s000111594_x1d.fits   5.231303                                                                
718  CAPERS_UDS_V0.1  s000111589         CAPERS_UDS_P1_s000111589_x1d.fits   0.389163                                                                
719  CAPERS_UDS_V0.1  s000108988         CAPERS_UDS_P1_s000108988_x1d.fits   4.900000                                                                
720  CAPERS_UDS_V0.1  s000012169         CAPERS_UDS_P3_s000012169_x1d.fits   3.900000                                                                
721  CAPERS_UDS_V0.1  s000104843         CAPERS_UDS_P1_s000104843_x1d.fits   0.490695                                                                
722  CAPERS_UDS_V0.1  s000103783         CAPERS_UDS_P1_s000103783_x1d.fits   2.581013                     Background_object_in_absorption_(z_=_2.581)
723  CAPERS_UDS_V0.1  s000103343         CAPERS_UDS_P1_s000103343_x1d.fits   2.788199                     Background_object_in_absorption_(z_=_2.788)
724  CAPERS_UDS_V0.1  s000102254         CAPERS_UDS_P1_s000102254_x1d.fits   5.196427                     Background_object_in_absorption_(z_=_5.196)
725  CAPERS_UDS_V0.1  s000100809         CAPERS_UDS_P1_s000100809_x1d.fits   5.740000                                                                
726  CAPERS_UDS_V0.1  s000098316         CAPERS_UDS_P5_s000098316_x1d.fits   5.310000                                                                
727  CAPERS_UDS_V0.1  s000095095         CAPERS_UDS_P5_s000095095_x1d.fits   6.552804                              Big_offset_very_high_redshift_jump
728  CAPERS_UDS_V0.1  s000014456         CAPERS_UDS_P2_s000014456_x1d.fits   2.350000                                                                
729  CAPERS_UDS_V0.1  s000091508         CAPERS_UDS_P5_s000091508_x1d.fits   2.613428                                                                
730  CAPERS_UDS_V0.1  s000085451         CAPERS_UDS_P5_s000085451_x1d.fits   3.400000                                                                
731  CAPERS_UDS_V0.1  s000015371         CAPERS_UDS_P1_s000015371_x1d.fits   3.617472                                                  Unmasked_spike
732  CAPERS_UDS_V0.1  s000015724         CAPERS_UDS_P2_s000015724_x1d.fits   4.622284                                 Lines_in_absorption_(z_=_4.622)
733  CAPERS_UDS_V0.1  s000015947         CAPERS_UDS_P1_s000015947_x1d.fits   3.169983                                                  Unmasked_spike
734  CAPERS_UDS_V0.1  s000018197         CAPERS_UDS_P1_s000018197_x1d.fits   1.171656                                                  Unmasked_spike
735  CAPERS_UDS_V0.1  s000030562         CAPERS_UDS_P5_s000030562_x1d.fits   0.784114                                                                
736  CAPERS_UDS_V0.1  s000018867         CAPERS_UDS_P1_s000018867_x1d.fits   3.370000                                                                
737  CAPERS_UDS_V0.1  s000028042         CAPERS_UDS_P5_s000028042_x1d.fits   2.265042                                                                
738  CAPERS_UDS_V0.1  s000027926         CAPERS_UDS_P5_s000027926_x1d.fits   2.624004                     Background_object_in_absorption_(hot_pixel)
739  CAPERS_UDS_V0.1  s000159638         CAPERS_UDS_P3_s000159638_x1d.fits   1.526765                                                                
740  CAPERS_UDS_V0.1  s000024742         CAPERS_UDS_P1_s000024742_x1d.fits   2.286872                                 Background_object_in_absorption
741  CAPERS_UDS_V0.1  s000024279         CAPERS_UDS_P1_s000024279_x1d.fits   3.114008  Companion_object_at_higher_redshift_(z_=_3.114,_in_absorption)
742  CAPERS_UDS_V0.1  s000112916         CAPERS_UDS_P1_s000112916_x1d.fits   5.207999                                                  Unmasked_spike
743  CAPERS_UDS_V0.1  s000011443         CAPERS_UDS_P3_s000011443_x1d.fits   1.671968                                                                
744  CAPERS_UDS_V0.1  s000113769         CAPERS_UDS_P1_s000113769_x1d.fits   5.954396                                                                
745  CAPERS_UDS_V0.1  s000117222         CAPERS_UDS_P1_s000117222_x1d.fits   3.696862                                                  Unmasked_spike
746  CAPERS_UDS_V0.1  s000136603         CAPERS_UDS_P3_s000136603_x1d.fits   3.623504                                                                
747  CAPERS_UDS_V0.1  s000136287         CAPERS_UDS_P2_s000136287_x1d.fits   6.692495                                                                
748  CAPERS_UDS_V0.1  s000134193         CAPERS_UDS_P2_s000134193_x1d.fits   7.188079                                                                
749  CAPERS_UDS_V0.1  s000133407         CAPERS_UDS_P2_s000133407_x1d.fits   3.128993                                             Lines_in_absorption
750  CAPERS_UDS_V0.1  s000133406         CAPERS_UDS_P2_s000133406_x1d.fits   1.760000                                                                
751  CAPERS_UDS_V0.1  s000132209         CAPERS_UDS_P2_s000132209_x1d.fits   1.335276                                                                
752  CAPERS_UDS_V0.1  s000132167         CAPERS_UDS_P3_s000132167_x1d.fits   1.885683                                                                
753  CAPERS_UDS_V0.1  s000130679         CAPERS_UDS_P2_s000130679_x1d.fits   7.480000                                                                
754  CAPERS_UDS_V0.1  s000128595         CAPERS_UDS_P3_s000128595_x1d.fits   1.920000                                              Continuum_gradient
755  CAPERS_UDS_V0.1  s000128156         CAPERS_UDS_P2_s000128156_x1d.fits   3.407917                                                                
756  CAPERS_UDS_V0.1  s000007979         CAPERS_UDS_P2_s000007979_x1d.fits   3.596245                                                                
757  CAPERS_UDS_V0.1  s000007980         CAPERS_UDS_P2_s000007980_x1d.fits   3.600435                                                                
758  CAPERS_UDS_V0.1  s000139013         CAPERS_UDS_P3_s000139013_x1d.fits   2.510000                                                                
759  CAPERS_UDS_V0.1  s000127393         CAPERS_UDS_P3_s000127393_x1d.fits   2.520000              Lines_in_absorption,_Higher_redshift_than_expected
760  CAPERS_UDS_V0.1  s000008984         CAPERS_UDS_P2_s000008984_x1d.fits   1.096526                                                                
761  CAPERS_UDS_V0.1  s000009068         CAPERS_UDS_P2_s000009068_x1d.fits   1.196240                                         Single_line_observation
762  CAPERS_UDS_V0.1  s000124779         CAPERS_UDS_P3_s000124779_x1d.fits   3.990000                                   Higher_redshift_than_expected
763  CAPERS_UDS_V0.1  s000123712         CAPERS_UDS_P3_s000123712_x1d.fits   5.500000                                                                
764  CAPERS_UDS_V0.1  s000123394         CAPERS_UDS_P3_s000123394_x1d.fits   4.329492                                                                
765  CAPERS_UDS_V0.1  s000009704         CAPERS_UDS_P2_s000009704_x1d.fits   2.358007                        Possible_background_object_in_absorption
766  CAPERS_UDS_V0.1  s000119518         CAPERS_UDS_P1_s000119518_x1d.fits   3.579603                                                                
767  CAPERS_UDS_V0.1  s000119472         CAPERS_UDS_P1_s000119472_x1d.fits   2.729320                                                                
768  CAPERS_UDS_V0.1  s000119084         CAPERS_UDS_P2_s000119084_x1d.fits   6.580000                                                                
769  CAPERS_UDS_V0.1  s000118488         CAPERS_UDS_P1_s000118488_x1d.fits   6.990000                                                                
770  CAPERS_UDS_V0.1  s000010444         CAPERS_UDS_P3_s000010444_x1d.fits   4.090000                                                                
771  CAPERS_UDS_V0.1  s000010997         CAPERS_UDS_P2_s000010997_x1d.fits   5.148336                                 Background_object_in_absorption
772  CAPERS_UDS_V0.1  s000127384         CAPERS_UDS_P3_s000127384_x1d.fits   0.851818                                                                
773  CAPERS_UDS_V0.1  s000025393         CAPERS_UDS_P1_s000025393_x1d.fits   3.696325                                                                
