              sample          id                                      file  z_manual
509  CAPERS_UDS_V0.1  s000124731  CAPERS_UDS_P3_s000124731_x1d_optext.fits      2.39
510  CAPERS_UDS_V0.1  s000124779         CAPERS_UDS_P3_s000124779_x1d.fits      3.99
511  CAPERS_UDS_V0.1  s000124876  CAPERS_UDS_P3_s000124876_x1d_optext.fits      3.77
512  CAPERS_UDS_V0.1  s000125108  CAPERS_UDS_P3_s000125108_x1d_optext.fits      3.71
513  CAPERS_UDS_V0.1  s000125682  CAPERS_UDS_P3_s000125682_x1d_optext.fits      3.79
514  CAPERS_UDS_V0.1  s000125718  CAPERS_UDS_P2_s000125718_x1d_optext.fits      5.97
515  CAPERS_UDS_V0.1  s000126599  CAPERS_UDS_P3_s000126599_x1d_optext.fits      1.78
516  CAPERS_UDS_V0.1  s000126803  CAPERS_UDS_P3_s000126803_x1d_optext.fits      0.39
517  CAPERS_UDS_V0.1  s000126835  CAPERS_UDS_P3_s000126835_x1d_optext.fits      7.47
518  CAPERS_UDS_V0.1  s000127118  CAPERS_UDS_P3_s000127118_x1d_optext.fits      3.77
519  CAPERS_UDS_V0.1  s000127155  CAPERS_UDS_P3_s000127155_x1d_optext.fits      5.24
520  CAPERS_UDS_V0.1  s000127208  CAPERS_UDS_P3_s000127208_x1d_optext.fits      3.78
521  CAPERS_UDS_V0.1  s000127325  CAPERS_UDS_P2_s000127325_x1d_optext.fits      8.73
522  CAPERS_UDS_V0.1  s000127393         CAPERS_UDS_P3_s000127393_x1d.fits      2.52
523  CAPERS_UDS_V0.1  s000127425  CAPERS_UDS_P2_s000127425_x1d_optext.fits      6.08
524  CAPERS_UDS_V0.1  s000127603  CAPERS_UDS_P2_s000127603_x1d_optext.fits      1.37
525  CAPERS_UDS_V0.1  s000127609  CAPERS_UDS_P3_s000127609_x1d_optext.fits      2.73
526  CAPERS_UDS_V0.1  s000127878  CAPERS_UDS_P3_s000127878_x1d_optext.fits      5.50
527  CAPERS_UDS_V0.1  s000128063  CAPERS_UDS_P3_s000128063_x1d_optext.fits      5.67
528  CAPERS_UDS_V0.1  s000128156         CAPERS_UDS_P2_s000128156_x1d.fits      3.41
529  CAPERS_UDS_V0.1  s000128268  CAPERS_UDS_P3_s000128268_x1d_optext.fits      3.24
530  CAPERS_UDS_V0.1  s000128595         CAPERS_UDS_P3_s000128595_x1d.fits      1.92
531  CAPERS_UDS_V0.1  s000128666  CAPERS_UDS_P3_s000128666_x1d_optext.fits      3.18
532  CAPERS_UDS_V0.1  s000128794  CAPERS_UDS_P3_s000128794_x1d_optext.fits      3.44
533  CAPERS_UDS_V0.1  s000128846  CAPERS_UDS_P2_s000128846_x1d_optext.fits      4.62
534  CAPERS_UDS_V0.1  s000129010  CAPERS_UDS_P3_s000129010_x1d_optext.fits      3.23
535  CAPERS_UDS_V0.1  s000129019  CAPERS_UDS_P2_s000129019_x1d_optext.fits      3.82
536  CAPERS_UDS_V0.1  s000129427  CAPERS_UDS_P3_s000129427_x1d_optext.fits      3.71
537  CAPERS_UDS_V0.1  s000129431  CAPERS_UDS_P2_s000129431_x1d_optext.fits      2.52
538  CAPERS_UDS_V0.1  s000130334  CAPERS_UDS_P3_s000130334_x1d_optext.fits      1.72
539  CAPERS_UDS_V0.1  s000130679         CAPERS_UDS_P2_s000130679_x1d.fits      7.48
540  CAPERS_UDS_V0.1  s000131184  CAPERS_UDS_P3_s000131184_x1d_optext.fits      4.16
541  CAPERS_UDS_V0.1  s000131422  CAPERS_UDS_P2_s000131422_x1d_optext.fits      3.15
542  CAPERS_UDS_V0.1  s000131738  CAPERS_UDS_P3_s000131738_x1d_optext.fits      2.51
543  CAPERS_UDS_V0.1  s000131817  CAPERS_UDS_P3_s000131817_x1d_optext.fits      0.58
544  CAPERS_UDS_V0.1  s000132000  CAPERS_UDS_P3_s000132000_x1d_optext.fits      4.33
545  CAPERS_UDS_V0.1  s000132209         CAPERS_UDS_P2_s000132209_x1d.fits      1.34
546  CAPERS_UDS_V0.1  s000132283  CAPERS_UDS_P2_s000132283_x1d_optext.fits      6.60
547  CAPERS_UDS_V0.1  s000132430  CAPERS_UDS_P3_s000132430_x1d_optext.fits      5.27
548  CAPERS_UDS_V0.1  s000132638  CAPERS_UDS_P2_s000132638_x1d_optext.fits      4.58
549  CAPERS_UDS_V0.1  s000133007  CAPERS_UDS_P2_s000133007_x1d_optext.fits      6.99
550  CAPERS_UDS_V0.1  s000133089  CAPERS_UDS_P2_s000133089_x1d_optext.fits      7.78
551  CAPERS_UDS_V0.1  s000133406         CAPERS_UDS_P2_s000133406_x1d.fits      1.76
552  CAPERS_UDS_V0.1  s000133935  CAPERS_UDS_P2_s000133935_x1d_optext.fits      2.41
553  CAPERS_UDS_V0.1  s000133993  CAPERS_UDS_P2_s000133993_x1d_optext.fits      2.17
554  CAPERS_UDS_V0.1  s000134084  CAPERS_UDS_P2_s000134084_x1d_optext.fits      7.18
555  CAPERS_UDS_V0.1  s000134119  CAPERS_UDS_P2_s000134119_x1d_optext.fits      7.34
556  CAPERS_UDS_V0.1  s000134193         CAPERS_UDS_P2_s000134193_x1d.fits      7.19
557  CAPERS_UDS_V0.1  s000134451  CAPERS_UDS_P3_s000134451_x1d_optext.fits      3.46
558  CAPERS_UDS_V0.1  s000134610  CAPERS_UDS_P2_s000134610_x1d_optext.fits      3.68
559  CAPERS_UDS_V0.1  s000135443  CAPERS_UDS_P3_s000135443_x1d_optext.fits      4.84
560  CAPERS_UDS_V0.1  s000135482  CAPERS_UDS_P2_s000135482_x1d_optext.fits      2.64
561  CAPERS_UDS_V0.1  s000135897  CAPERS_UDS_P2_s000135897_x1d_optext.fits      2.09
562  CAPERS_UDS_V0.1  s000136645  CAPERS_UDS_P2_s000136645_x1d_optext.fits     10.56
563  CAPERS_UDS_V0.1  s000137026  CAPERS_UDS_P3_s000137026_x1d_optext.fits      4.71
564  CAPERS_UDS_V0.1  s000137042  CAPERS_UDS_P2_s000137042_x1d_optext.fits      3.37
565  CAPERS_UDS_V0.1  s000137678  CAPERS_UDS_P2_s000137678_x1d_optext.fits      2.61
566  CAPERS_UDS_V0.1  s000137847  CAPERS_UDS_P2_s000137847_x1d_optext.fits      7.18
567  CAPERS_UDS_V0.1  s000138014  CAPERS_UDS_P2_s000138014_x1d_optext.fits      2.09
568  CAPERS_UDS_V0.1  s000138341         CAPERS_UDS_P3_s000138341_x1d.fits      2.34
569  CAPERS_UDS_V0.1  s000138374  CAPERS_UDS_P3_s000138374_x1d_optext.fits      2.48
570  CAPERS_UDS_V0.1  s000139013         CAPERS_UDS_P3_s000139013_x1d.fits      2.51
571  CAPERS_UDS_V0.1  s000139408  CAPERS_UDS_P2_s000139408_x1d_optext.fits      4.92
572  CAPERS_UDS_V0.1  s000140035  CAPERS_UDS_P2_s000140035_x1d_optext.fits      3.13
573  CAPERS_UDS_V0.1  s000140510  CAPERS_UDS_P2_s000140510_x1d_optext.fits      2.62
574  CAPERS_UDS_V0.1  s000140919  CAPERS_UDS_P3_s000140919_x1d_optext.fits      1.53
575  CAPERS_UDS_V0.1  s000141506  CAPERS_UDS_P3_s000141506_x1d_optext.fits      5.90
576  CAPERS_UDS_V0.1  s000142042  CAPERS_UDS_P3_s000142042_x1d_optext.fits      9.26
577  CAPERS_UDS_V0.1  s000142605  CAPERS_UDS_P2_s000142605_x1d_optext.fits      5.35
578  CAPERS_UDS_V0.1  s000142615  CAPERS_UDS_P2_s000142615_x1d_optext.fits      7.77
579  CAPERS_UDS_V0.1  s000142775  CAPERS_UDS_P3_s000142775_x1d_optext.fits      6.64
580  CAPERS_UDS_V0.1  s000142883  CAPERS_UDS_P3_s000142883_x1d_optext.fits      4.16
581  CAPERS_UDS_V0.1  s000143568  CAPERS_UDS_P2_s000143568_x1d_optext.fits      5.15
582  CAPERS_UDS_V0.1  s000143579  CAPERS_UDS_P2_s000143579_x1d_optext.fits      2.78
583  CAPERS_UDS_V0.1  s000144125  CAPERS_UDS_P3_s000144125_x1d_optext.fits      2.99
584  CAPERS_UDS_V0.1  s000144248  CAPERS_UDS_P2_s000144248_x1d_optext.fits      4.26
585  CAPERS_UDS_V0.1  s000144250  CAPERS_UDS_P3_s000144250_x1d_optext.fits      2.15
586  CAPERS_UDS_V0.1  s000144504  CAPERS_UDS_P2_s000144504_x1d_optext.fits      4.31
587  CAPERS_UDS_V0.1  s000145434  CAPERS_UDS_P3_s000145434_x1d_optext.fits      6.30
588  CAPERS_UDS_V0.1  s000145668  CAPERS_UDS_P1_s000145668_x1d_optext.fits      0.37
589  CAPERS_UDS_V0.1  s000146515  CAPERS_UDS_P3_s000146515_x1d_optext.fits      3.16
590  CAPERS_UDS_V0.1  s000147066  CAPERS_UDS_P2_s000147066_x1d_optext.fits      6.82
591  CAPERS_UDS_V0.1  s000147730  CAPERS_UDS_P2_s000147730_x1d_optext.fits      1.85
592  CAPERS_UDS_V0.1  s000147757  CAPERS_UDS_P1_s000147757_x1d_optext.fits      3.12
593  CAPERS_UDS_V0.1  s000147991  CAPERS_UDS_P2_s000147991_x1d_optext.fits      3.61
594  CAPERS_UDS_V0.1  s000148119  CAPERS_UDS_P2_s000148119_x1d_optext.fits      2.22
595  CAPERS_UDS_V0.1  s000148356  CAPERS_UDS_P1_s000148356_x1d_optext.fits      3.52
596  CAPERS_UDS_V0.1  s000148930  CAPERS_UDS_P2_s000148930_x1d_optext.fits      3.98
597  CAPERS_UDS_V0.1  s000149167  CAPERS_UDS_P2_s000149167_x1d_optext.fits      3.51
598  CAPERS_UDS_V0.1  s000149170  CAPERS_UDS_P1_s000149170_x1d_optext.fits      7.43
599  CAPERS_UDS_V0.1  s000149210  CAPERS_UDS_P2_s000149210_x1d_optext.fits      4.45
600  CAPERS_UDS_V0.1  s000149441  CAPERS_UDS_P3_s000149441_x1d_optext.fits      6.20
601  CAPERS_UDS_V0.1  s000149453  CAPERS_UDS_P2_s000149453_x1d_optext.fits      4.06
602  CAPERS_UDS_V0.1  s000149663         CAPERS_UDS_P1_s000149663_x1d.fits      6.17
603  CAPERS_UDS_V0.1  s000150311  CAPERS_UDS_P2_s000150311_x1d_optext.fits      4.63
604  CAPERS_UDS_V0.1  s000150553  CAPERS_UDS_P1_s000150553_x1d_optext.fits      4.13
605  CAPERS_UDS_V0.1  s000150619  CAPERS_UDS_P2_s000150619_x1d_optext.fits      1.61
606  CAPERS_UDS_V0.1  s000151195  CAPERS_UDS_P1_s000151195_x1d_optext.fits      3.91
607  CAPERS_UDS_V0.1  s000151218  CAPERS_UDS_P1_s000151218_x1d_optext.fits      4.16
608  CAPERS_UDS_V0.1  s000151253  CAPERS_UDS_P2_s000151253_x1d_optext.fits      2.33
609  CAPERS_UDS_V0.1  s000151496  CAPERS_UDS_P1_s000151496_x1d_optext.fits      4.87
610  CAPERS_UDS_V0.1  s000151883  CAPERS_UDS_P2_s000151883_x1d_optext.fits      4.58
611  CAPERS_UDS_V0.1  s000151887  CAPERS_UDS_P1_s000151887_x1d_optext.fits      4.81
612  CAPERS_UDS_V0.1  s000151986         CAPERS_UDS_P1_s000151986_x1d.fits      3.03
613  CAPERS_UDS_V0.1  s000152110         CAPERS_UDS_P1_s000152110_x1d.fits      2.76
614  CAPERS_UDS_V0.1  s000152627  CAPERS_UDS_P1_s000152627_x1d_optext.fits      4.44
615  CAPERS_UDS_V0.1  s000152742  CAPERS_UDS_P1_s000152742_x1d_optext.fits      3.85
616  CAPERS_UDS_V0.1  s000152832  CAPERS_UDS_P2_s000152832_x1d_optext.fits      6.12
617  CAPERS_UDS_V0.1  s000152881  CAPERS_UDS_P2_s000152881_x1d_optext.fits      3.09
618  CAPERS_UDS_V0.1  s000153329  CAPERS_UDS_P1_s000153329_x1d_optext.fits      2.55
619  CAPERS_UDS_V0.1  s000153567         CAPERS_UDS_P1_s000153567_x1d.fits      0.47
620  CAPERS_UDS_V0.1  s000153587         CAPERS_UDS_P1_s000153587_x1d.fits      2.95
621  CAPERS_UDS_V0.1  s000154150  CAPERS_UDS_P1_s000154150_x1d_optext.fits      1.64
622  CAPERS_UDS_V0.1  s000159732  CAPERS_UDS_P2_s000159732_x1d_optext.fits      1.56
