id,bayes.universe.redshift,bayes.universe.redshift_err,best.universe.redshift
110467,1.8719817512640247,0.004360996904477902,1.87
110474,1.8242214646387096,0.4540534885502459,1.81
110610,3.710004716060061,0.0005402167725863231,3.71
110651,1.6200000000000003,2.220685094277682e-16,1.62
110756,2.4699999999999833,1.3172526811761118e-08,2.47
110910,2.552813506933545,0.037336498156371356,2.56
110924,2.3345765201633033,0.01582317902062132,2.33
110972,3.86999950246588,7.054745877428052e-05,3.87
110994,2.286645010117756,0.9806455810582743,1.67
111124,1.4199224631390082,0.0008772547191422571,1.42
111289,1.7403022044255843,0.1826096273723442,1.58
111291,1.7647752376260197,0.36320217584560355,1.6300000000000001
111344,6.1,1.5212685567891784e-10,6.1000000000000005
111356,1.760000000301241,1.7356292688069736e-06,1.76
111363,3.6119659393414865,0.24056575731210006,3.73
111527,3.4092406304455736,0.02994409580493865,3.41
111543,4.089999999999928,2.695057039732172e-08,4.09
111589,11.55249808782031,7.746390980523172,4.21
111594,5.230005742045867,0.0002395568566589081,5.23
111625,1.4898745738153498,0.001157451365375703,1.49
111677,2.949991225270365,0.0003037169835497082,2.95
111758,1.144656439024507,0.06600319734851152,1.1300000000000001
111893,2.564632842101792,0.6833111212428489,2.63
111894,0.5287321406167355,0.046234859733033234,0.53
111918,2.555169482388165,0.05542031003353264,2.54
111987,5.557509205268663,0.09167141134584357,5.49
112043,6.080000000753348,2.744719060961665e-06,6.08
112272,5.3200005713243925,7.558384427630882e-05,5.32
112334,4.6654635824314505,4.945140298619632,3.34
112356,2.3157417381421257,0.010562238998830822,2.32
112478,4.161714028695066,0.0038298746159548627,4.16
112506,2.265506858340312,1.1452932880758182,3.86
112538,2.1249658691922098,0.6511217036496388,1.99
112611,1.535963937807431,0.6979505410672352,1.17
112618,4.8999999999999995,3.023464282421088e-09,4.9
112734,5.099999999799789,1.4149626773485958e-06,5.1000000000000005
112891,3.247767826505566,0.008117171387896574,3.25
112916,5.230019778095189,0.0006496754322538225,5.23
113121,3.5869424351346675,0.0076029105241866195,3.58
113163,2.5923464549920685,0.004511176177966991,2.59
113228,2.373593919061063,0.12663920778114376,2.48
113300,2.6400000000000006,2.0038962483841433e-13,2.64
113357,3.9800000058109135,8.312996801295173e-06,3.98
113670,0.4627122414924154,0.06360689630854471,0.48
113701,1.4892317661408896,0.1814401133337778,1.51
113769,4.271787136738646,0.43430757203250614,4.3500000000000005
113839,1.7057207977700737,0.3518089039898132,1.7
113849,2.3033676425040523,0.9921223357995529,1.98
114267,3.0299999991366757,2.9383711612143523e-06,3.0300000000000002
114291,3.59283098056903,0.07936376482756721,3.6
114336,1.83090960898431,0.28828174322057537,1.77
114575,2.327550987053439,0.004329190907288501,2.33
114617,1.4037424306455357,0.07893922988227389,1.41
114647,5.884333109029639,4.749428033148557,1.79
114667,3.7530482544820107,0.09467315825630988,3.72
