#file	Best_z	Cand_z_2	Cand_z_3	Cand_z_4
CAPERS_UDS_P3_s000004831_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000126599_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000121483_x1d.fits	1.6615	2.5882	nan	nan
CAPERS_UDS_P3_s000128268_x1d.fits	3.2365	4.7059	nan	nan
CAPERS_UDS_P3_s000003288_x1d.fits	3.7647	2.5114	0.8019	2.5354
CAPERS_UDS_P3_s000011012_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000012780_x1d.fits	2.8764	0.9748	4.2065	nan
CAPERS_UDS_P3_s000127155_x1d.fits	5.2389	7.3806	nan	nan
CAPERS_UDS_P3_s000003099_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000127666_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000009825_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000005570_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000143548_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000010011_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000002644_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000012611_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000011623_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000011622_x1d.fits	5.3061	7.4718	nan	nan
CAPERS_UDS_P3_s000145675_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000006758_x1d.fits	3.2317	2.1128	2.1561	2.1417
CAPERS_UDS_P3_s000009147_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000009866_x1d.fits	2.6218	0.8643	nan	nan
CAPERS_UDS_P3_s000010729_x1d.fits	5.3205	7.5054	nan	nan
CAPERS_UDS_P3_s000013681_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000007128_x1d.fits	3.0684	4.4706	nan	nan
CAPERS_UDS_P3_s000011027_x1d.fits	1.527	2.3914	nan	nan
CAPERS_UDS_P3_s000004944_x1d.fits	3.4622	5.0036	nan	nan
CAPERS_UDS_P3_s000013788_x1d.fits	6.934	2.0744	2.1032	5.0516
CAPERS_UDS_P3_s000134881_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000011300_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000126835_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000005105_x1d.fits	1.6855	nan	nan	nan
CAPERS_UDS_P3_s000002502_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000137333_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000143252_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000004827_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000140919_x1d.fits	1.5414	2.425	nan	nan
CAPERS_UDS_P3_s000011410_x1d.fits	2.1561	nan	nan	nan
CAPERS_UDS_P3_s000013585_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000136681_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000007863_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000013963_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000141953_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000144505_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000121018_x1d.fits	2.9532	4.3121	nan	nan
CAPERS_UDS_P3_s000149553_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000150024_x1d.fits	7.1693	1.1717	2.1753	2.7179
CAPERS_UDS_P3_s000144125_x1d.fits	2.982	4.3601	nan	nan
CAPERS_UDS_P3_s000004355_x1d.fits	2.3962	3.5822	nan	nan
CAPERS_UDS_P3_s000009947_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003937_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000140853_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000001432_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000004709_x1d.fits	2.7611	4.0576	0.922	nan
CAPERS_UDS_P3_s000008617_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000136304_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000002719_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000011384_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000144081_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000000299_x1d.fits	1.1813	1.964	0.1152	nan
CAPERS_UDS_P3_s000140033_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000139926_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000008013_x1d.fits	1.6567	2.5738	nan	nan
CAPERS_UDS_P3_s000002205_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000128684_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000129010_x1d.fits	3.2317	4.6915	nan	nan
CAPERS_UDS_P3_s000132353_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003491_x1d.fits	3.7839	5.431	nan	nan
CAPERS_UDS_P3_s000006365_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000008944_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000122393_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003302_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000013105_x1d.fits	1.1236	1.8391	1.8583	nan
CAPERS_UDS_P3_s000009627_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000012967_x1d.fits	1.8199	0.898	0.2977	3.9952
CAPERS_UDS_P3_s000005456_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000145055_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000013583_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000126229_x1d.fits	6.5642	4.7731	nan	nan
CAPERS_UDS_P3_s000008394_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000142775_x1d.fits	6.8235	1.0324	1.9688	4.7971
CAPERS_UDS_P3_s000002111_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000001508_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000131199_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000004857_x1d.fits	0.8451	2.5978	nan	nan
CAPERS_UDS_P3_s000122596_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000142425_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000128435_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000004227_x1d.fits	5.0132	0.5618	3.1212	2.0552
CAPERS_UDS_P3_s000130523_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000135975_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000124779_x1d.fits	3.976	5.6855	nan	nan
CAPERS_UDS_P3_s000128666_x1d.fits	3.1741	4.6242	0.6194	nan
CAPERS_UDS_P3_s000003687_x1d.fits	1.9304	nan	nan	nan
CAPERS_UDS_P3_s000127384_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003126_x1d.fits	2.1753	nan	nan	nan
CAPERS_UDS_P3_s000013260_x1d.fits	5.5846	nan	nan	nan
CAPERS_UDS_P3_s000130191_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000124731_x1d.fits	2.3625	3.5534	0.7299	nan
CAPERS_UDS_P3_s000000501_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000001395_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000009940_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000137026_x1d.fits	4.7155	6.5114	6.6939	nan
CAPERS_UDS_P3_s000011422_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000143674_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000013524_x1d.fits	4.048	5.7911	nan	nan
CAPERS_UDS_P3_s000145121_x1d.fits	4.1729	5.9544	nan	nan
CAPERS_UDS_P3_s000128063_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000009169_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000001279_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000125108_x1d.fits	3.6975	5.3157	nan	nan
CAPERS_UDS_P3_s000002064_x1d.fits	4.1633	5.9352	nan	nan
CAPERS_UDS_P3_s000136603_x1d.fits	0.2305	nan	nan	nan
CAPERS_UDS_P3_s000149441_x1d.fits	6.1945	0.3169	nan	nan
CAPERS_UDS_P3_s000143391_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000144250_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000134310_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000008037_x1d.fits	1.6663	2.5882	nan	nan
CAPERS_UDS_P3_s000005548_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000138371_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000132167_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000133668_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000010908_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000142432_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000120957_x1d.fits	4.4082	6.2761	5.8679	4.1056
CAPERS_UDS_P3_s000007616_x1d.fits	0.5906	3.6639	nan	nan
CAPERS_UDS_P3_s000146413_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000012018_x1d.fits	4.12	5.8824	nan	nan
CAPERS_UDS_P3_s000139892_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000011442_x1d.fits	2.8667	0.9748	4.2017	nan
CAPERS_UDS_P3_s000137983_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000125121_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000011443_x1d.fits	1.6471	2.5546	nan	nan
CAPERS_UDS_P3_s000127878_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000121916_x1d.fits	2.2185	1.2149	5.3253	2.7947
CAPERS_UDS_P3_s000140115_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000134606_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000127208_x1d.fits	3.7791	5.431	nan	nan
CAPERS_UDS_P3_s000127393_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000131184_x1d.fits	4.1441	5.9064	1.6279	1.0036
CAPERS_UDS_P3_s000006844_x1d.fits	3.2557	4.7155	nan	nan
CAPERS_UDS_P3_s000003810_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000005789_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003481_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000126973_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000142291_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000125156_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000125909_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000010385_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000001973_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000132000_x1d.fits	4.3265	6.1561	nan	nan
CAPERS_UDS_P3_s000134200_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000128201_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000142077_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000012326_x1d.fits	2.6218	nan	nan	nan
CAPERS_UDS_P3_s000010489_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000158839_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003727_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000008276_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000139220_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000012468_x1d.fits	1.407	2.2329	nan	nan
CAPERS_UDS_P3_s000132630_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000120399_x1d.fits	4.1681	5.9448	nan	nan
CAPERS_UDS_P3_s000128845_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003434_x1d.fits	1.0228	nan	nan	nan
CAPERS_UDS_P3_s000142042_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000013227_x1d.fits	3.0252	1.0516	4.4178	nan
CAPERS_UDS_P3_s000009505_x1d.fits	1.8439	2.8379	0.1152	nan
CAPERS_UDS_P3_s000128595_x1d.fits	1.9064	nan	nan	nan
CAPERS_UDS_P3_s000002187_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000013149_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000122898_x1d.fits	2.9868	4.3649	nan	nan
CAPERS_UDS_P3_s000123394_x1d.fits	4.3265	4.4946	6.1561	nan
CAPERS_UDS_P3_s000009971_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000123712_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003184_x1d.fits	1.2245	nan	nan	nan
CAPERS_UDS_P3_s000131882_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000014972_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000013422_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000008603_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000004341_x1d.fits	2.012	3.0492	nan	nan
CAPERS_UDS_P3_s000150078_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000139013_x1d.fits	2.5018	nan	nan	nan
CAPERS_UDS_P3_s000138341_x1d.fits	2.3193	3.4622	nan	nan
CAPERS_UDS_P3_s000012169_x1d.fits	7.1981	5.5654	2.7275	3.8848
CAPERS_UDS_P3_s000123090_x1d.fits	3.7839	5.4262	nan	nan
CAPERS_UDS_P3_s000146515_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000128465_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003671_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000126020_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000010444_x1d.fits	5.8631	4.096	nan	nan
CAPERS_UDS_P3_s000010623_x1d.fits	3.9232	5.6327	nan	nan
CAPERS_UDS_P3_s000008552_x1d.fits	2.4634	3.6639	0.7731	nan
CAPERS_UDS_P3_s000137561_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000141506_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000140301_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000126395_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000011538_x1d.fits	2.3145	3.4574	nan	nan
CAPERS_UDS_P3_s000006503_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000130334_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000126803_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000010438_x1d.fits	3.7743	5.4118	nan	nan
CAPERS_UDS_P3_s000120287_x1d.fits	7.1693	5.2773	5.2149	7.3758
CAPERS_UDS_P3_s000122381_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000141248_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000145221_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000134451_x1d.fits	3.4478	4.9844	nan	nan
CAPERS_UDS_P3_s000010406_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000011066_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000123562_x1d.fits	2.8619	4.1969	nan	nan
CAPERS_UDS_P3_s000131662_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000006891_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000138374_x1d.fits	2.4874	3.6879	nan	nan
CAPERS_UDS_P3_s000003587_x1d.fits	2.0744	nan	nan	nan
CAPERS_UDS_P3_s000129107_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000129452_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000128033_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000011686_x1d.fits	2.4346	nan	nan	nan
CAPERS_UDS_P3_s000146485_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003226_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003772_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000134510_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000012686_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000125682_x1d.fits	3.7743	5.4214	nan	nan
CAPERS_UDS_P3_s000122743_x1d.fits	1.7383	2.6843	nan	nan
CAPERS_UDS_P3_s000012341_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000012066_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000133438_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000135091_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000009814_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000010443_x1d.fits	4.1104	4.2305	5.892	5.8631
CAPERS_UDS_P3_s000010442_x1d.fits	4.1008	5.8535	0.9892	nan
CAPERS_UDS_P3_s000008554_x1d.fits	2.4778	3.6735	nan	nan
CAPERS_UDS_P3_s000124876_x1d.fits	3.7599	5.3974	nan	nan
CAPERS_UDS_P3_s000159638_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000126349_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000133721_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000004157_x1d.fits	1.9112	nan	nan	nan
CAPERS_UDS_P3_s000002356_x1d.fits	5.7911	4.1825	4.0336	nan
CAPERS_UDS_P3_s000124206_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003737_x1d.fits	2.2905	3.4334	nan	nan
CAPERS_UDS_P3_s000007806_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000137735_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000132594_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000009040_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000013236_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000010659_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000141680_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000130272_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000002222_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000143573_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000011936_x1d.fits	4.3842	6.2281	6.0264	nan
CAPERS_UDS_P3_s000132430_x1d.fits	5.2821	7.443	nan	nan
CAPERS_UDS_P3_s000005307_x1d.fits	1.6663	nan	nan	nan
CAPERS_UDS_P3_s000004903_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000009423_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000128794_x1d.fits	3.4382	4.9844	nan	nan
CAPERS_UDS_P3_s000011120_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000003581_x1d.fits	3.1933	6.9052	1.1381	5.0324
CAPERS_UDS_P3_s000121211_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000127118_x1d.fits	5.3637	7.3037	nan	nan
CAPERS_UDS_P3_s000012179_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000142883_x1d.fits	4.1633	5.9352	nan	nan
CAPERS_UDS_P3_s000147728_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000002895_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000002405_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000134753_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000142369_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000127609_x1d.fits	2.7227	4.0048	nan	nan
CAPERS_UDS_P3_s000011854_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000123685_x1d.fits	4.3121	1.0132	2.9436	nan
CAPERS_UDS_P3_s000007386_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000118622_x1d.fits	0.3457	1.383	5.2821	0.8163
CAPERS_UDS_P3_s000013709_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000143458_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000131738_x1d.fits	1.6615	3.7263	0.8067	2.4826
CAPERS_UDS_P3_s000005694_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000118685_x1d.fits	0.2401	nan	nan	nan
CAPERS_UDS_P3_s000005633_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000126953_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000004035_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000001294_x1d.fits	2.2953	3.4238	nan	nan
CAPERS_UDS_P3_s000009841_x1d.fits	2.2137	0.8115	0.8259	nan
CAPERS_UDS_P3_s000135443_x1d.fits	6.6507	6.8667	4.8547	nan
CAPERS_UDS_P3_s000005149_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000145434_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000005869_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000128577_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000011351_x1d.fits	5.042	7.1212	nan	nan
CAPERS_UDS_P3_s000131817_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000138739_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P3_s000009069_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000034289_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000102363_x1d.fits	3.2173	4.6867	nan	nan
CAPERS_UDS_P5_s000028042_x1d.fits	1.7671	2.2521	nan	nan
CAPERS_UDS_P5_s000026804_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000038408_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000094603_x1d.fits	5.2341	1.1861	2.1945	2.7419
CAPERS_UDS_P5_s000028312_x1d.fits	2.8427	1.8487	nan	nan
CAPERS_UDS_P5_s000086840_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000089601_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000026531_x1d.fits	2.8427	1.8343	1.8535	nan
CAPERS_UDS_P5_s000082043_x1d.fits	4.4706	6.3481	6.1465	nan
CAPERS_UDS_P5_s000098844_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000094363_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000084844_x1d.fits	6.1513	nan	nan	nan
CAPERS_UDS_P5_s000027904_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000084729_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000029143_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000032249_x1d.fits	5.6903	0.1969	2.5066	1.5894
CAPERS_UDS_P5_s000031187_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000087534_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000029002_x1d.fits	3.4862	1.3589	2.4202	1.551
CAPERS_UDS_P5_s000102845_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000031829_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000027926_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000087631_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000082491_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000031968_x1d.fits	3.8175	5.4694	nan	nan
CAPERS_UDS_P5_s000041672_x1d.fits	1.1765	1.9592	nan	nan
CAPERS_UDS_P5_s000079368_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000033221_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000031327_x1d.fits	2.2617	nan	nan	nan
CAPERS_UDS_P5_s000031000_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000036152_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000034233_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000097121_x1d.fits	6.7803	nan	nan	nan
CAPERS_UDS_P5_s000083976_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000027032_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000081127_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000033214_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000026775_x1d.fits	3.2221	4.6819	nan	nan
CAPERS_UDS_P5_s000034800_x1d.fits	7.3181	2.7995	2.2425	5.3301
CAPERS_UDS_P5_s000030705_x1d.fits	2.3577	3.515	nan	nan
CAPERS_UDS_P5_s000030562_x1d.fits	0.5762	1.1188	nan	nan
CAPERS_UDS_P5_s000036995_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000035123_x1d.fits	1.09	nan	nan	nan
CAPERS_UDS_P5_s000029998_x1d.fits	3.9856	2.8091	5.6951	nan
CAPERS_UDS_P5_s000096205_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000029802_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000082305_x1d.fits	2.2905	3.4334	nan	nan
CAPERS_UDS_P5_s000102871_x1d.fits	1.2053	nan	nan	nan
CAPERS_UDS_P5_s000096994_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000026325_x1d.fits	2.2089	nan	nan	nan
CAPERS_UDS_P5_s000027211_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000081437_x1d.fits	4.4178	6.2905	nan	nan
CAPERS_UDS_P5_s000029938_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000029939_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000079319_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000034833_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000029970_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000028728_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000078352_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000085100_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000027822_x1d.fits	4.1489	5.9256	nan	nan
CAPERS_UDS_P5_s000085310_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000089837_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000025410_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000076889_x1d.fits	4.0624	5.8055	nan	nan
CAPERS_UDS_P5_s000027120_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000033306_x1d.fits	2.4346	1.5414	nan	nan
