,sample,id,pointing,MPT_number,z_UNICORN,z_manual,notes
0,CAPERS_UDS_V0.4,s000066008,P4,66008,0.61,4.55,-
1,CAPERS_UDS_V0.4,s000035748,P4,35748,4.12,3.97,-
2,CAPERS_UDS_V0.4,s000062217,P4,62217,1.06,NaN,-
3,CAPERS_UDS_V0.4,s000044027,P4,44027,4.57,4.610677,-
4,CAPERS_UDS_V0.4,s000036211,P4,36211,1.12,1.170363,-
5,CAPERS_UDS_V0.4,s000042218,P4,42218,5.17,5.198051,-
6,CAPERS_UDS_V0.4,s000043642,P4,43642,0.37,2.124236,-
7,CAPERS_UDS_V0.4,s000038782,P4,38782,0.79,3.86,-
8,CAPERS_UDS_V0.4,s000063421,P4,63421,0.13,NaN,-
9,CAPERS_UDS_V0.4,s000044397,P4,44397,1.63,NaN,-
10,CAPERS_UDS_V0.4,s000041436,P4,41436,2.62,2.527319,-
11,CAPERS_UDS_V0.4,s000036321,P4,36321,1.63,NaN,-
12,CAPERS_UDS_V0.4,s000057154,P4,57154,0.7,NaN,-
13,CAPERS_UDS_V0.4,s000040070,P4,40070,4.12,4.38,-
14,CAPERS_UDS_V0.4,s000045591,P4,45591,2.44,1.87647,-
15,CAPERS_UDS_V0.4,s000040677,P4,40677,1.57,1.643759,-
16,CAPERS_UDS_V0.4,s000044392,P4,44392,1.99,2.24,-
17,CAPERS_UDS_V0.4,s000060277,P4,60277,2.98,NaN,-
18,CAPERS_UDS_V0.4,s000038926,P4,38926,0.76,4.529103,-
19,CAPERS_UDS_V0.4,s000046820,P4,46820,2.17,2.31,-
20,CAPERS_UDS_V0.4,s000060771,P4,60771,0.61,NaN,-
21,CAPERS_UDS_V0.4,s000041008,P4,41008,5.56,5.206382,-
22,CAPERS_UDS_V0.4,s000044629,P4,44629,0.73,0.777023,-
23,CAPERS_UDS_V0.4,s000067165,P4,67165,6.25,6.34,-
24,CAPERS_UDS_V0.4,s000080951,P4,80951,2.68,2.534416,-
25,CAPERS_UDS_V0.4,s000060251,P4,60251,3.4,3.088127,-
26,CAPERS_UDS_V0.4,s000062169,P4,62169,0.37,NaN,-
27,CAPERS_UDS_V0.4,s000035204,P4,35204,2.29,2.35,-
28,CAPERS_UDS_V0.4,s000034953,P4,34953,0.67,0.643987,-
29,CAPERS_UDS_V0.4,s000038542,P4,38542,0.88,0.889091,-
30,CAPERS_UDS_V0.4,s000078907,P4,78907,3.4,NaN,-
31,CAPERS_UDS_V0.4,s000042998,P4,42998,1.87,1.909957,-
32,CAPERS_UDS_V0.4,s000036844,P4,36844,1.78,2.19602,-
33,CAPERS_UDS_V0.4,s000042655,P4,42655,0.49,0.628278,-
34,CAPERS_UDS_V0.4,s000076808,P4,76808,2.56,3.82,-
35,CAPERS_UDS_V0.4,s000079729,P4,79729,2.41,NaN,-
36,CAPERS_UDS_V0.4,s000035051,P4,35051,1.54,1.439662,-
37,CAPERS_UDS_V0.4,s000155692,P4,155692,2.44,NaN,-
38,CAPERS_UDS_V0.4,s000079177,P4,79177,0.07,2.539529,-
39,CAPERS_UDS_V0.4,s000035050,P4,35050,1.66,NaN,-
40,CAPERS_UDS_V0.4,s000045722,P4,45722,2.29,2.29,-
41,CAPERS_UDS_V0.4,s000043245,P4,43245,1.27,1.187288,-
42,CAPERS_UDS_V0.4,s000033970,P4,33970,1.06,1.06,-
43,CAPERS_UDS_V0.4,s000083800,P4,83800,1.21,1.215222,-
44,CAPERS_UDS_V0.4,s000081025,P4,81025,14.2,3.112512,-
45,CAPERS_UDS_V0.4,s000070416,P4,70416,4.36,NaN,-
46,CAPERS_UDS_V0.4,s000035444,P4,35444,1.87,NaN,-
47,CAPERS_UDS_V0.4,s000043945,P4,43945,0.85,0.833864,-
48,CAPERS_UDS_V0.4,s000040686,P4,40686,1.69,NaN,-
49,CAPERS_UDS_V0.4,s000071030,P4,71030,5.83,0.634264,maybe inverted continuum?
50,CAPERS_UDS_V0.4,s000043046,P4,43046,1.84,NaN,-
51,CAPERS_UDS_V0.4,s000061028,P4,61028,3.46,NaN,-
52,CAPERS_UDS_V0.4,s000032179,P4,32179,1.3,1.3,-
53,CAPERS_UDS_V0.4,s000057138,P4,57138,2.53,NaN,-
54,CAPERS_UDS_V0.4,s000042842,P4,42842,0.97,0.986682,-
55,CAPERS_UDS_V0.4,s000033629,P4,33629,1.0,0.986297,-
56,CAPERS_UDS_V0.4,s000066213,P4,66213,3.79,2.53454,-
57,CAPERS_UDS_V0.4,s000042584,P4,42584,1.96,1.93,-
58,CAPERS_UDS_V0.4,s000037812,P4,37812,1.72,1.64439,maybe foreground object
59,CAPERS_UDS_V0.4,s000044888,P4,44888,1.66,1.62,-
60,CAPERS_UDS_V0.4,s000066013,P4,66013,2.32,2.547419,-
61,CAPERS_UDS_V0.4,s000043667,P4,43667,1.36,1.12,-
62,CAPERS_UDS_V0.4,s000036443,P4,36443,2.08,2.24,-
63,CAPERS_UDS_V0.4,s000074049,P4,74049,0.82,NaN,-
64,CAPERS_UDS_V0.4,s000038618,P4,38618,2.35,2.35,-
65,CAPERS_UDS_V0.4,s000036371,P4,36371,4.27,5.028473,-
66,CAPERS_UDS_V0.4,s000033566,P4,33566,1.06,1.061106,-
67,CAPERS_UDS_V0.4,s000044870,P4,44870,2.08,2.31,-
68,CAPERS_UDS_V0.4,s000033142,P4,33142,1.15,NaN,-
69,CAPERS_UDS_V0.4,s000060476,P4,60476,10.0,9.309686,-
70,CAPERS_UDS_V0.4,s000034759,P4,34759,2.47,NaN,-
71,CAPERS_UDS_V0.4,s000035225,P4,35225,2.62,2.617117,-
72,CAPERS_UDS_V0.4,s000063143,P4,63143,0.19,NaN,-
73,CAPERS_UDS_V0.4,s000041326,P4,41326,0.4,4.542973,miss-placed trace (lines in absorption)
74,CAPERS_UDS_V0.4,s000056641,P4,56641,2.26,NaN,-
75,CAPERS_UDS_V0.4,s000035028,P4,35028,2.47,2.775143,-
76,CAPERS_UDS_V0.4,s000034909,P4,34909,1.18,NaN,-
77,CAPERS_UDS_V0.4,s000080997,P4,80997,3.46,3.546481,-
78,CAPERS_UDS_V0.4,s000071534,P4,71534,2.35,NaN,-
79,CAPERS_UDS_V0.4,s000038575,P4,38575,2.65,2.65,-
80,CAPERS_UDS_V0.4,s000038831,P4,38831,2.29,2.247653,-
81,CAPERS_UDS_V0.4,s000045950,P4,45950,4.12,4.39,-
82,CAPERS_UDS_V0.4,s000038273,P4,38273,1.66,NaN,-
83,CAPERS_UDS_V0.4,s000076619,P4,76619,4.66,4.24,-
84,CAPERS_UDS_V0.4,s000077730,P4,77730,2.62,NaN,-
85,CAPERS_UDS_V0.4,s000044080,P4,44080,0.88,0.836708,-
86,CAPERS_UDS_V0.4,s000045563,P4,45563,2.23,2.3,-
87,CAPERS_UDS_V0.4,s000069085,P4,69085,3.85,0.972467,-
88,CAPERS_UDS_V0.4,s000043047,P4,43047,1.63,NaN,-
89,CAPERS_UDS_V0.4,s000042423,P4,42423,0.64,0.56958,-
90,CAPERS_UDS_V0.4,s000033393,P4,33393,2.56,2.632094,-
91,CAPERS_UDS_V0.4,s000060304,P4,60304,4.9,NaN,-
92,CAPERS_UDS_V0.4,s000037602,P4,37602,2.68,NaN,-
93,CAPERS_UDS_V0.4,s000043396,P4,43396,1.84,1.72,-
94,CAPERS_UDS_V0.4,s000033528,P4,33528,0.94,4.61,-
95,CAPERS_UDS_V0.4,s000037333,P4,37333,1.54,NaN,-
96,CAPERS_UDS_V0.4,s000038402,P4,38402,2.56,2.46,-
97,CAPERS_UDS_V0.4,s000072073,P4,72073,5.56,NaN,-
98,CAPERS_UDS_V0.4,s000070837,P4,70837,11.41,NaN,-
99,CAPERS_UDS_V0.4,s000041641,P4,41641,2.44,NaN,-
100,CAPERS_UDS_V0.4,s000078364,P4,78364,1.9,2.32,-
101,CAPERS_UDS_V0.4,s000036298,P4,36298,2.14,NaN,-
102,CAPERS_UDS_V0.4,s000057767,P4,57767,6.52,NaN,-
103,CAPERS_UDS_V0.4,s000046238,P4,46238,2.71,2.723777,-
104,CAPERS_UDS_V0.4,s000062946,P4,62946,2.05,NaN,-
105,CAPERS_UDS_V0.4,s000043105,P4,43105,0.46,NaN,-
106,CAPERS_UDS_V0.4,s000036625,P4,36625,1.12,1.172074,-
107,CAPERS_UDS_V0.4,s000057774,P4,57774,3.43,NaN,-
108,CAPERS_UDS_V0.4,s000038414,P4,38414,0.61,0.648669,-
109,CAPERS_UDS_V0.4,s000066466,P4,66466,2.56,NaN,-
110,CAPERS_UDS_V0.4,s000038067,P4,38067,0.01,NaN,-
111,CAPERS_UDS_V0.4,s000083479,P4,83479,0.67,NaN,-
112,CAPERS_UDS_V0.4,s000065067,P4,65067,9.1,NaN,-
113,CAPERS_UDS_V0.4,s000065869,P4,65869,6.58,NaN,-
114,CAPERS_UDS_V0.4,s000070196,P4,70196,6.55,1.284201,-
115,CAPERS_UDS_V0.4,s000044802,P4,44802,3.64,3.38,-
116,CAPERS_UDS_V0.4,s000032998,P4,32998,2.62,1.891162,-
117,CAPERS_UDS_V0.4,s000072422,P4,72422,0.67,NaN,-
118,CAPERS_UDS_V0.4,s000034963,P4,34963,0.88,NaN,-
119,CAPERS_UDS_V0.4,s000060735,P4,60735,2.29,2.24,-
120,CAPERS_UDS_V0.4,s000043825,P4,43825,1.75,2.012331,-
121,CAPERS_UDS_V0.4,s000059070,P4,59070,6.13,2.478331,-
122,CAPERS_UDS_V0.4,s000063714,P4,63714,4.24,NaN,-
123,CAPERS_UDS_V0.4,s000042585,P4,42585,1.63,NaN,-
124,CAPERS_UDS_V0.4,s000044657,P4,44657,1.75,1.915213,-
125,CAPERS_UDS_V0.4,s000066396,P4,66396,1.18,4.08,-
126,CAPERS_UDS_V0.4,s000077843,P4,77843,2.26,2.279173,-
127,CAPERS_UDS_V0.4,s000039997,P4,39997,1.75,1.76,-
128,CAPERS_UDS_V0.4,s000062775,P4,62775,2.32,2.14,-
129,CAPERS_UDS_V0.4,s000057954,P4,57954,0.19,NaN,-
130,CAPERS_UDS_V0.4,s000042485,P4,42485,0.85,0.94,-
131,CAPERS_UDS_V0.4,s000033603,P4,33603,2.92,2.62,-
132,CAPERS_UDS_V0.4,s000035140,P4,35140,1.99,2.06,-
133,CAPERS_UDS_V0.4,s000084390,P4,84390,1.06,NaN,-
134,CAPERS_UDS_V0.4,s000078174,P4,78174,0.58,2.268743,miss-placed trace (lines in absorption)
135,CAPERS_UDS_V0.4,s000039194,P4,39194,1.66,NaN,-
136,CAPERS_UDS_V0.4,s000046226,P4,46226,1.72,1.806283,-
137,CAPERS_UDS_V0.4,s000043467,P4,43467,1.69,1.74,-
138,CAPERS_UDS_V0.4,s000066646,P4,66646,0.52,5.210003,miss-placed trace (lines in absorption)
139,CAPERS_UDS_V0.4,s000043096,P4,43096,2.23,2.15,-
140,CAPERS_UDS_V0.4,s000065653,P4,65653,4.66,NaN,-
141,CAPERS_UDS_V0.4,s000043797,P4,43797,2.32,1.993539,-
142,CAPERS_UDS_V0.4,s000045025,P4,45025,3.58,3.71,-
143,CAPERS_UDS_V0.4,s000032978,P4,32978,1.78,1.876748,-
144,CAPERS_UDS_V0.4,s000044209,P4,44209,2.95,2.786677,-
145,CAPERS_UDS_V0.4,s000073438,P4,73438,3.4,NaN,-
146,CAPERS_UDS_V0.4,s000036542,P4,36542,2.77,NaN,-
147,CAPERS_UDS_V0.4,s000078014,P4,78014,0.67,NaN,-
148,CAPERS_UDS_V0.4,s000063336,P4,63336,0.85,0.85,-
149,CAPERS_UDS_V0.4,s000074581,P4,74581,10.36,8.505248,-
150,CAPERS_UDS_V0.4,s000079617,P4,79617,5.71,NaN,-
151,CAPERS_UDS_V0.4,s000073339,P4,73339,0.37,NaN,-
152,CAPERS_UDS_V0.4,s000038494,P4,38494,0.67,0.67,-
153,CAPERS_UDS_V0.4,s000078201,P4,78201,0.67,2.233662,miss-placed trace (lines in absorption)
154,CAPERS_UDS_V0.4,s000044611,P4,44611,0.85,NaN,-
155,CAPERS_UDS_V0.4,s000045010,P4,45010,0.16,3.695679,miss-placed trace (lines in absorption)
156,CAPERS_UDS_V0.4,s000034741,P4,34741,3.97,3.97,-
157,CAPERS_UDS_V0.4,s000042675,P4,42675,2.41,2.60668,-
158,CAPERS_UDS_V0.4,s000065185,P4,65185,2.35,NaN,-
159,CAPERS_UDS_V0.4,s000035016,P4,35016,0.61,0.605311,-
160,CAPERS_UDS_V0.4,s000073307,P4,73307,0.58,NaN,-
161,CAPERS_UDS_V0.4,s000044753,P4,44753,1.54,1.35,-
162,CAPERS_UDS_V0.4,s000070423,P4,70423,2.56,NaN,-
163,CAPERS_UDS_V0.4,s000045711,P4,45711,1.84,1.681579,-
164,CAPERS_UDS_V0.4,s000057502,P4,57502,3.73,4.64,-
165,CAPERS_UDS_V0.4,s000081995,P4,81995,0.61,NaN,-
166,CAPERS_UDS_V0.4,s000042159,P4,42159,2.29,2.3,-
167,CAPERS_UDS_V0.4,s000086043,P4,86043,0.43,NaN,-
168,CAPERS_UDS_V0.4,s000066225,P4,66225,4.12,4.606109,-
169,CAPERS_UDS_V0.4,s000034565,P4,34565,1.66,1.74,-
170,CAPERS_UDS_V0.4,s000037982,P4,37982,1.27,1.296526,-
171,CAPERS_UDS_V0.4,s000045989,P4,45989,1.9,1.52134,-
172,CAPERS_UDS_V0.4,s000077275,P4,77275,1.15,NaN,-
173,CAPERS_UDS_V0.4,s000042353,P4,42353,0.82,0.907837,-
174,CAPERS_UDS_V0.4,s000064073,P4,64073,0.67,NaN,-
175,CAPERS_UDS_V0.4,s000067233,P4,67233,5.05,NaN,-
176,CAPERS_UDS_V0.4,s000067515,P4,67515,0.34,NaN,-
177,CAPERS_UDS_V0.4,s000060555,P4,60555,0.04,NaN,-
178,CAPERS_UDS_V0.4,s000083609,P4,83609,1.33,2.619299,miss-placed trace (lines in absorption)
179,CAPERS_UDS_V0.4,s000058919,P4,58919,3.61,3.623291,-
180,CAPERS_UDS_V0.4,s000041207,P4,41207,1.54,1.436357,-
181,CAPERS_UDS_V0.4,s000044577,P4,44577,1.51,NaN,-
182,CAPERS_UDS_V0.4,s000036141,P4,36141,0.58,NaN,-
183,CAPERS_UDS_V0.4,s000038879,P4,38879,1.06,1.06,-
184,CAPERS_UDS_V0.4,s000060886,P4,60886,3.4,3.40979,-
185,CAPERS_UDS_V0.4,s000036969,P4,36969,3.01,2.860267,-
186,CAPERS_UDS_V0.4,s000059571,P4,59571,0.79,NaN,-
187,CAPERS_UDS_V0.4,s000076849,P4,76849,0.85,NaN,-
188,CAPERS_UDS_V0.4,s000039135,P4,39135,1.06,NaN,-
189,CAPERS_UDS_V0.4,s000070805,P4,70805,6.58,5.879849,-
190,CAPERS_UDS_V0.4,s000037021,P4,37021,1.15,NaN,-
191,CAPERS_UDS_V0.4,s000057651,P4,57651,4.81,4.408195,-
192,CAPERS_UDS_V0.4,s000037191,P4,37191,1.3,NaN,-
193,CAPERS_UDS_V0.4,s000038909,P4,38909,0.43,0.431854,-
194,CAPERS_UDS_V0.4,s000035916,P4,35916,3.43,NaN,-
195,CAPERS_UDS_V0.4,s000042060,P4,42060,2.26,2.32,-
196,CAPERS_UDS_V0.4,s000045594,P4,45594,2.44,2.48,-
197,CAPERS_UDS_V0.4,s000041817,P4,41817,0.73,0.492176,-
198,CAPERS_UDS_V0.4,s000036923,P4,36923,2.11,NaN,-
199,CAPERS_UDS_V0.4,s000043292,P4,43292,0.97,0.923174,-
200,CAPERS_UDS_V0.4,s000061636,P4,61636,6.1,NaN,-
201,CAPERS_UDS_V0.4,s000036919,P4,36919,0.52,NaN,-
202,CAPERS_UDS_V0.4,s000072084,P4,72084,2.47,2.50846,-
203,CAPERS_UDS_V0.4,s000057098,P4,57098,0.55,NaN,-
204,CAPERS_UDS_V0.4,s000083629,P4,83629,5.17,5.14,-
205,CAPERS_UDS_V0.4,s000085579,P4,85579,4.66,4.8,-
206,CAPERS_UDS_V0.4,s000045077,P4,45077,0.31,NaN,-
207,CAPERS_UDS_V0.4,s000038999,P4,38999,1.72,1.750556,-
208,CAPERS_UDS_V0.4,s000044749,P4,44749,3.43,3.309981,-
209,CAPERS_UDS_V0.4,s000036409,P4,36409,1.12,4.02,-
210,CAPERS_UDS_V0.4,s000044597,P4,44597,2.23,NaN,-
211,CAPERS_UDS_V0.4,s000078332,P4,78332,5.53,5.54,-
212,CAPERS_UDS_V0.4,s000058185,P4,58185,1.6,NaN,-
213,CAPERS_UDS_V0.4,s000079269,P4,79269,7.96,8.422652,-
214,CAPERS_UDS_V0.4,s000037476,P4,37476,0.19,2.249181,-
215,CAPERS_UDS_V0.4,s000060535,P4,60535,2.26,2.223489,-
216,CAPERS_UDS_V0.4,s000082792,P4,82792,0.82,NaN,-
217,CAPERS_UDS_V0.4,s000042739,P4,42739,0.19,2.758808,-
218,CAPERS_UDS_V0.4,s000033879,P4,33879,2.62,2.6,-
219,CAPERS_UDS_V0.4,s000069753,P4,69753,1.66,NaN,-
220,CAPERS_UDS_V0.4,s000034957,P4,34957,2.2,2.266113,-
221,CAPERS_UDS_V0.4,s000082476,P4,82476,6.52,NaN,-
222,CAPERS_UDS_V0.4,s000076125,P4,76125,6.13,6.410451,-
223,CAPERS_UDS_V0.4,s000080575,P4,80575,3.4,NaN,-
224,CAPERS_UDS_V0.4,s000038726,P4,38726,3.55,3.54,-
225,CAPERS_UDS_V0.4,s000041387,P4,41387,2.38,2.52,-
226,CAPERS_UDS_V0.4,s000046041,P4,46041,2.08,2.162059,-
227,CAPERS_UDS_V0.4,s000042999,P4,42999,1.75,2.235944,-
228,CAPERS_UDS_V0.4,s000043109,P4,43109,0.76,0.743301,-
229,CAPERS_UDS_V0.4,s000067327,P4,67327,2.41,2.265452,-
230,CAPERS_UDS_V0.4,s000043891,P4,43891,2.23,NaN,-
231,CAPERS_UDS_V0.4,s000041081,P4,41081,0.79,NaN,-
232,CAPERS_UDS_V0.4,s000069203,P4,69203,3.43,NaN,-
233,CAPERS_UDS_V0.4,s000073937,P4,73937,4.9,3.21401,-
234,CAPERS_UDS_V0.4,s000085660,P4,85660,4.39,3.84,-
235,CAPERS_UDS_V0.4,s000034525,P4,34525,0.01,NaN,-
236,CAPERS_UDS_V0.4,s000059763,P4,59763,3.76,0.932246,-
237,CAPERS_UDS_V0.4,s000041533,P4,41533,2.38,2.49,-
238,CAPERS_UDS_V0.4,s000044742,P4,44742,1.72,1.679919,-
239,CAPERS_UDS_V0.4,s000045121,P4,45121,2.68,2.542641,-
240,CAPERS_UDS_V0.4,s000041121,P4,41121,1.96,1.982962,-
241,CAPERS_UDS_V0.4,s000045271,P4,45271,1.9,2.545084,-
242,CAPERS_UDS_V0.4,s000041375,P4,41375,4.6,4.54,-
243,CAPERS_UDS_V0.4,s000060669,P4,60669,4.63,4.76318,-
244,CAPERS_UDS_V0.4,s000076727,P4,76727,0.31,3.52,-
245,CAPERS_UDS_V0.4,s000042605,P4,42605,1.75,1.76,-
246,CAPERS_UDS_V0.4,s000082591,P4,82591,2.68,NaN,-
247,CAPERS_UDS_V0.4,s000060781,P4,60781,0.61,1.354081,miss-placed trace (lines in absorption)
248,CAPERS_UDS_V0.4,s000043568,P4,43568,1.51,1.417936,-
249,CAPERS_UDS_V0.4,s000087013,P4,87013,1.09,NaN,-
250,CAPERS_UDS_V0.4,s000082245,P4,82245,4.96,NaN,-
251,CAPERS_UDS_V0.4,s000043803,P4,43803,1.66,NaN,-
252,CAPERS_UDS_V0.4,s000066800,P4,66800,3.61,NaN,-
253,CAPERS_UDS_V0.4,s000038664,P4,38664,0.64,NaN,-
254,CAPERS_UDS_V0.4,s000036362,P4,36362,6.31,5.62,-
255,CAPERS_UDS_V0.4,s000067694,P4,67694,3.79,NaN,-
256,CAPERS_UDS_V0.4,s000039046,P4,39046,1.66,NaN,-
257,CAPERS_UDS_V0.4,s000043967,P4,43967,2.2,2.303133,-
258,CAPERS_UDS_V0.4,s000043408,P4,43408,4.12,4.04,-
259,CAPERS_UDS_V0.4,s000061104,P4,61104,3.16,3.345042,-
260,CAPERS_UDS_V0.4,s000072465,P4,72465,0.13,NaN,-
261,CAPERS_UDS_V0.4,s000044418,P4,44418,1.42,1.96,-
262,CAPERS_UDS_V0.4,s000038292,P4,38292,2.77,3.55,-
263,CAPERS_UDS_V0.4,s000045566,P4,45566,2.29,2.3,-
264,CAPERS_UDS_V0.4,s000083442,P4,83442,2.62,2.58,-
265,CAPERS_UDS_V0.4,s000046153,P4,46153,5.32,4.958487,-
266,CAPERS_UDS_V0.4,s000063588,P4,63588,9.07,2.225822,-
267,CAPERS_UDS_V0.4,s000064231,P4,64231,16.81,0.940564,maybe inverted continuum?
268,CAPERS_UDS_V0.4,s000064717,P4,64717,6.55,6.38,-
269,CAPERS_UDS_V0.4,s000038236,P4,38236,0.49,0.303355,-
270,CAPERS_UDS_V0.4,s000038149,P4,38149,0.13,NaN,-
271,CAPERS_UDS_V0.4,s000071407,P4,71407,3.61,5.008718,-
272,CAPERS_UDS_V0.4,s000084493,P4,84493,4.78,4.44238,-
273,CAPERS_UDS_V0.4,s000069542,P4,69542,4.81,6.380509,-
274,CAPERS_UDS_V0.4,s000068938,P4,68938,5.17,5.211143,-
275,CAPERS_UDS_V0.4,s000045119,P4,45119,1.66,NaN,-
276,CAPERS_UDS_V0.4,s000063260,P4,63260,4.69,4.38,-
277,CAPERS_UDS_V0.4,s000063386,P4,63386,5.59,0.950347,-
278,CAPERS_UDS_V0.4,s000065866,P4,65866,1.6,NaN,-
279,CAPERS_UDS_V0.4,s000061866,P4,61866,0.67,4.086763,-
280,CAPERS_UDS_V0.4,s000042432,P4,42432,2.53,NaN,-
281,CAPERS_UDS_V0.4,s000066200,P4,66200,2.68,3.21,-
282,CAPERS_UDS_V0.4,s000079714,P4,79714,5.14,NaN,-
283,CAPERS_UDS_V0.4,s000066726,P4,66726,5.89,1.534653,-
284,CAPERS_UDS_V0.4,s000045886,P4,45886,0.55,0.591073,-
285,CAPERS_UDS_V0.4,s000036521,P4,36521,1.69,2.98,-
286,CAPERS_UDS_V0.4,s000073558,P4,73558,9.79,NaN,-
287,CAPERS_UDS_V0.4,s000062878,P4,62878,0.19,1.736897,-
288,CAPERS_UDS_V0.4,s000068732,P4,68732,1.3,3.92,-
289,CAPERS_UDS_V0.4,s000069272,P4,69272,5.53,5.469407,-
290,CAPERS_UDS_V0.4,s000061356,P4,61356,4.12,NaN,-
291,CAPERS_UDS_V0.4,s000035279,P4,35279,2.68,2.814862,maybe foreground object at z=2.32
292,CAPERS_UDS_V0.4,s000034930,P4,34930,1.72,1.666413,-
293,CAPERS_UDS_V0.4,s000059911,P4,59911,0.55,NaN,-
294,CAPERS_UDS_V0.4,s000046347,P4,46347,3.07,3.27,-
295,CAPERS_UDS_V0.4,s000042932,P4,42932,3.55,3.557184,-
296,CAPERS_UDS_V0.4,s000071237,P4,71237,3.73,2.814342,-
297,CAPERS_UDS_V0.4,s000087191,P4,87191,2.05,2.231792,-
298,CAPERS_UDS_V0.4,s000064494,P4,64494,4.81,4.353719,-
299,CAPERS_UDS_V0.4,s000070629,P4,70629,10.12,10.468007,-
300,CAPERS_UDS_V0.4,s000079182,P4,79182,7.48,6.953623,-
301,CAPERS_UDS_V0.4,s000060550,P4,60550,2.23,1.7225,-
302,CAPERS_UDS_V0.4,s000072170,P4,72170,2.23,NaN,-
303,CAPERS_UDS_V0.4,s000060036,P4,60036,0.67,1.815859,-
304,CAPERS_UDS_V0.4,s000075957,P4,75957,2.26,2.26,-
305,CAPERS_UDS_V0.4,s000040613,P4,40613,3.28,3.1,-
306,CAPERS_UDS_V0.4,s000032890,P4,32890,1.84,1.84,-
307,CAPERS_UDS_V0.4,s000078427,P4,78427,4.51,NaN,-
308,CAPERS_UDS_V0.4,s000036428,P4,36428,0.94,0.924501,-
309,CAPERS_UDS_V0.4,s000037493,P4,37493,1.54,1.440682,-
310,CAPERS_UDS_V0.4,s000044818,P4,44818,1.84,1.898017,-
311,CAPERS_UDS_V0.4,s000042202,P4,42202,2.89,3.110125,-
312,CAPERS_UDS_V0.4,s000034954,P4,34954,2.23,2.12,-
313,CAPERS_UDS_V0.4,s000060462,P4,60462,3.76,NaN,-
314,CAPERS_UDS_V0.4,s000081290,P4,81290,6.73,NaN,-
315,CAPERS_UDS_V0.4,s000075374,P4,75374,6.94,7.047339,-
316,CAPERS_UDS_V0.4,s000084789,P4,84789,14.65,NaN,-
317,CAPERS_UDS_V0.4,s000034636,P4,34636,2.08,2.181498,-
318,CAPERS_UDS_V0.4,s000065024,P4,65024,1.75,2.122846,-
319,CAPERS_UDS_V0.4,s000038502,P4,38502,1.84,1.76,-
320,CAPERS_UDS_V0.4,s000065993,P4,65993,4.63,4.08,-
321,CAPERS_UDS_V0.4,s000038442,P4,38442,2.35,2.254651,-
322,CAPERS_UDS_V0.4,s000065334,P4,65334,8.32,NaN,-
323,CAPERS_UDS_V0.4,s000033743,P4,33743,1.33,NaN,-
324,CAPERS_UDS_V0.4,s000036578,P4,36578,2.2,NaN,-
325,CAPERS_UDS_V0.4,s000045212,P4,45212,1.75,NaN,-
326,CAPERS_UDS_V0.4,s000076074,P4,76074,6.61,2.542048,-
327,CAPERS_UDS_V0.4,s000067290,P4,67290,4.93,NaN,-
328,CAPERS_UDS_V0.4,s000080511,P4,80511,0.13,NaN,-
329,CAPERS_UDS_V0.4,s000042401,P4,42401,2.71,3.2,-
330,CAPERS_UDS_V0.4,s000042565,P4,42565,1.78,1.764685,-
331,CAPERS_UDS_V0.4,s000034124,P4,34124,0.46,0.42,-
332,CAPERS_UDS_V0.4,s000033867,P4,33867,0.34,0.365954,-
333,CAPERS_UDS_V0.4,s000064859,P4,64859,6.37,0.318821,-
334,CAPERS_UDS_V0.4,s000046187,P4,46187,2.32,2.314099,-
335,CAPERS_UDS_V0.4,s000036732,P4,36732,3.7,3.7,-
336,CAPERS_UDS_V0.4,s000044023,P4,44023,2.74,0.97569,-
337,CAPERS_UDS_V0.4,s000034949,P4,34949,0.31,NaN,-
338,CAPERS_UDS_V0.4,s000085654,P4,85654,0.31,3.319496,-
339,CAPERS_UDS_V0.4,s000036910,P4,36910,4.12,3.703223,-
340,CAPERS_UDS_V0.4,s000077899,P4,77899,3.58,NaN,-
341,CAPERS_UDS_V0.4,s000076498,P4,76498,2.23,2.634675,-
342,CAPERS_UDS_V0.4,s000080940,P4,80940,10.69,NaN,-
343,CAPERS_UDS_V0.4,s000042388,P4,42388,0.67,4.0,-
344,CAPERS_UDS_V0.4,s000066209,P4,66209,4.9,4.465422,-
345,CAPERS_UDS_V0.4,s000066950,P4,66950,1.06,NaN,-
346,CAPERS_UDS_V0.4,s000045418,P4,45418,1.72,NaN,-
347,CAPERS_UDS_V0.4,s000061884,P4,61884,3.79,NaN,-
348,CAPERS_UDS_V0.4,s000035747,P4,35747,4.27,3.979929,-
349,CAPERS_UDS_V0.4,s000059746,P4,59746,0.19,NaN,-
350,CAPERS_UDS_V0.4,s000035966,P4,35966,2.29,2.29,-
351,CAPERS_UDS_V0.4,s000058203,P4,58203,6.73,5.49,-
352,CAPERS_UDS_V0.4,s000066206,P4,66206,2.38,2.092336,-
353,CAPERS_UDS_V0.4,s000035963,P4,35963,2.35,2.53,-
354,CAPERS_UDS_V0.4,s000040313,P4,40313,2.35,2.32,-
355,CAPERS_UDS_V0.4,s000071130,P4,71130,0.19,2.878548,-
356,CAPERS_UDS_V0.4,s000046281,P4,46281,1.66,3.28223,miss-placed trace (lines in absorption)
357,CAPERS_UDS_V0.4,s000082219,P4,82219,6.22,NaN,-
358,CAPERS_UDS_V0.4,s000066229,P4,66229,4.18,4.01,-
