,sample,id,pointing,MPT_number,z_UNICORN,z_manual,notes
720,CAPERS_UDS_V0.4,s000074785,P7,74785,5.17,5.211303,-
721,CAPERS_UDS_V0.4,s000058826,P7,58826,3.4,2.731658,-
722,CAPERS_UDS_V0.4,s000059445,P7,59445,0.13,3.853545,-
723,CAPERS_UDS_V0.4,s000060026,P7,60026,1.84,1.771854,-
724,CAPERS_UDS_V0.4,s000056843,P7,56843,8.77,2.400361,-
725,CAPERS_UDS_V0.4,s000037970,P7,37970,4.36,4.36,-
726,CAPERS_UDS_V0.4,s000059472,P7,59472,3.76,NaN,-
727,CAPERS_UDS_V0.4,s000075819,P7,75819,2.53,NaN,-
728,CAPERS_UDS_V0.4,s000044548,P7,44548,0.16,0.126003,-
729,CAPERS_UDS_V0.4,s000036048,P7,36048,1.84,1.88,-
730,CAPERS_UDS_V0.4,s000035695,P7,35695,4.78,4.62,-
731,CAPERS_UDS_V0.4,s000058997,P7,58997,2.23,2.040919,-
732,CAPERS_UDS_V0.4,s000079158,P7,79158,1.69,2.422211,object in background at z = 4.06
733,CAPERS_UDS_V0.4,s000056903,P7,56903,4.12,NaN,-
734,CAPERS_UDS_V0.4,s000072970,P7,72970,0.61,NaN,-
735,CAPERS_UDS_V0.4,s000036780,P7,36780,0.85,3.741814,-
736,CAPERS_UDS_V0.4,s000075372,P7,75372,1.51,NaN,-
737,CAPERS_UDS_V0.4,s000046203,P7,46203,3.52,3.64,-
738,CAPERS_UDS_V0.4,s000059611,P7,59611,2.35,2.597217,-
739,CAPERS_UDS_V0.4,s000066083,P7,66083,2.32,2.250981,-
740,CAPERS_UDS_V0.4,s000036603,P7,36603,1.39,NaN,-
741,CAPERS_UDS_V0.4,s000041137,P7,41137,2.65,2.595363,-
742,CAPERS_UDS_V0.4,s000047035,P7,47035,2.68,3.24,-
743,CAPERS_UDS_V0.4,s000082515,P7,82515,0.19,6.177996,-
744,CAPERS_UDS_V0.4,s000063923,P7,63923,8.35,NaN,-
745,CAPERS_UDS_V0.4,s000040536,P7,40536,2.05,2.176823,-
746,CAPERS_UDS_V0.4,s000041512,P7,41512,2.02,2.219787,-
747,CAPERS_UDS_V0.4,s000037107,P7,37107,1.84,1.768918,-
748,CAPERS_UDS_V0.4,s000064217,P7,64217,1.42,NaN,-
749,CAPERS_UDS_V0.4,s000039722,P7,39722,1.69,1.69,-
750,CAPERS_UDS_V0.4,s000077206,P7,77206,7.54,7.443654,-
751,CAPERS_UDS_V0.4,s000073215,P7,73215,4.84,2.23161,-
752,CAPERS_UDS_V0.4,s000071988,P7,71988,0.49,NaN,-
753,CAPERS_UDS_V0.4,s000073452,P7,73452,7.48,7.411754,-
754,CAPERS_UDS_V0.4,s000078087,P7,78087,3.79,NaN,-
755,CAPERS_UDS_V0.4,s000039305,P7,39305,3.25,2.75,-
756,CAPERS_UDS_V0.4,s000047052,P7,47052,1.57,1.57,-
757,CAPERS_UDS_V0.4,s000033883,P7,33883,1.54,1.376901,-
758,CAPERS_UDS_V0.4,s000038162,P7,38162,2.62,2.638133,-
759,CAPERS_UDS_V0.4,s000079088,P7,79088,3.46,3.218154,-
760,CAPERS_UDS_V0.4,s000048415,P7,48415,0.67,0.653413,-
761,CAPERS_UDS_V0.4,s000039635,P7,39635,1.15,1.240813,-
762,CAPERS_UDS_V0.4,s000034444,P7,34444,1.48,1.48,-
763,CAPERS_UDS_V0.4,s000043075,P7,43075,0.82,NaN,-
764,CAPERS_UDS_V0.4,s000072843,P7,72843,0.55,NaN,-
765,CAPERS_UDS_V0.4,s000060318,P7,60318,1.75,2.01218,-
766,CAPERS_UDS_V0.4,s000044747,P7,44747,1.21,1.134018,Background object at z = 1.886
767,CAPERS_UDS_V0.4,s000054293,P7,54293,1.84,1.68,-
768,CAPERS_UDS_V0.4,s000038486,P7,38486,2.41,2.281059,-
769,CAPERS_UDS_V0.4,s000038324,P7,38324,1.33,1.759574,-
770,CAPERS_UDS_V0.4,s000044592,P7,44592,1.42,1.42,-
771,CAPERS_UDS_V0.4,s000040916,P7,40916,1.15,1.168605,-
772,CAPERS_UDS_V0.4,s000046765,P7,46765,1.12,1.354521,-
773,CAPERS_UDS_V0.4,s000048044,P7,48044,1.57,1.63,-
774,CAPERS_UDS_V0.4,s000038826,P7,38826,4.12,3.994519,-
775,CAPERS_UDS_V0.4,s000058206,P7,58206,3.46,3.698149,-
776,CAPERS_UDS_V0.4,s000035584,P7,35584,2.71,2.567231,-
777,CAPERS_UDS_V0.4,s000058135,P7,58135,2.47,NaN,-
778,CAPERS_UDS_V0.4,s000073592,P7,73592,2.32,NaN,-
779,CAPERS_UDS_V0.4,s000064923,P7,64923,3.76,NaN,-
780,CAPERS_UDS_V0.4,s000037113,P7,37113,1.06,1.06,-
781,CAPERS_UDS_V0.4,s000082298,P7,82298,4.84,NaN,-
782,CAPERS_UDS_V0.4,s000065285,P7,65285,4.63,4.08,-
783,CAPERS_UDS_V0.4,s000075444,P7,75444,5.32,NaN,-
784,CAPERS_UDS_V0.4,s000076453,P7,76453,4.3,4.36,-
785,CAPERS_UDS_V0.4,s000045761,P7,45761,1.75,1.787366,-
786,CAPERS_UDS_V0.4,s000081687,P7,81687,4.78,NaN,-
787,CAPERS_UDS_V0.4,s000057257,P7,57257,0.13,NaN,-
788,CAPERS_UDS_V0.4,s000046543,P7,46543,0.55,0.55,-
789,CAPERS_UDS_V0.4,s000077463,P7,77463,0.1,NaN,-
790,CAPERS_UDS_V0.4,s000071170,P7,71170,0.19,NaN,-
791,CAPERS_UDS_V0.4,s000059396,P7,59396,0.73,1.717295,Maybe miss-placed trace for object at z = 1.717
792,CAPERS_UDS_V0.4,s000074093,P7,74093,3.46,3.66,-
793,CAPERS_UDS_V0.4,s000035057,P7,35057,1.03,2.48,-
794,CAPERS_UDS_V0.4,s000079827,P7,79827,1.81,NaN,-
795,CAPERS_UDS_V0.4,s000041929,P7,41929,1.63,NaN,-
796,CAPERS_UDS_V0.4,s000074594,P7,74594,4.87,NaN,-
797,CAPERS_UDS_V0.4,s000039200,P7,39200,2.65,2.74791,-
798,CAPERS_UDS_V0.4,s000076298,P7,76298,16.45,NaN,-
799,CAPERS_UDS_V0.4,s000061412,P7,61412,0.07,3.348537,-
800,CAPERS_UDS_V0.4,s000066141,P7,66141,3.46,3.382675,-
801,CAPERS_UDS_V0.4,s000042969,P7,42969,2.2,2.324073,-
802,CAPERS_UDS_V0.4,s000045051,P7,45051,3.04,3.1894,-
803,CAPERS_UDS_V0.4,s000063942,P7,63942,1.78,2.499069,-
804,CAPERS_UDS_V0.4,s000082944,P7,82944,0.64,4.4,-
805,CAPERS_UDS_V0.4,s000058803,P7,58803,1.84,1.71642,-
806,CAPERS_UDS_V0.4,s000044042,P7,44042,1.75,1.961404,-
807,CAPERS_UDS_V0.4,s000040117,P7,40117,2.68,2.762845,-
808,CAPERS_UDS_V0.4,s000058931,P7,58931,6.4,1.412047,-
809,CAPERS_UDS_V0.4,s000040539,P7,40539,0.76,0.76,-
810,CAPERS_UDS_V0.4,s000038049,P7,38049,2.65,2.58,-
811,CAPERS_UDS_V0.4,s000032333,P5,32333,2.11,2.210827,-
812,CAPERS_UDS_V0.4,s000092509,P5,92509,1.21,5.32,-
813,CAPERS_UDS_V0.4,s000090083,P5,90083,NaN,NaN,-
814,CAPERS_UDS_V0.4,s000092678,P5,92678,1.75,NaN,-
815,CAPERS_UDS_V0.4,s000026877,P5,26877,1.42,1.42,-
816,CAPERS_UDS_V0.4,s000089837,P5,89837,NaN,NaN,-
817,CAPERS_UDS_V0.4,s000081936,P5,81936,0.31,NaN,-
818,CAPERS_UDS_V0.4,s000033506,P5,33506,1.93,1.93,-
819,CAPERS_UDS_V0.4,s000084548,P5,84548,5.2,NaN,-
820,CAPERS_UDS_V0.4,s000033271,P5,33271,NaN,2.616776,-
821,CAPERS_UDS_V0.4,s000095853,P5,95853,NaN,NaN,-
822,CAPERS_UDS_V0.4,s000079319,P5,79319,0.04,NaN,-
823,CAPERS_UDS_V0.4,s000033008,P5,33008,1.33,NaN,-
824,CAPERS_UDS_V0.4,s000035195,P5,35195,NaN,1.049778,-
825,CAPERS_UDS_V0.4,s000030481,P5,30481,NaN,3.82,-
826,CAPERS_UDS_V0.4,s000102790,P5,102790,3.4,3.2,-
827,CAPERS_UDS_V0.4,s000033221,P5,33221,NaN,1.659529,-
828,CAPERS_UDS_V0.4,s000026985,P5,26985,2.17,1.807803,-
829,CAPERS_UDS_V0.4,s000027758,P5,27758,2.98,2.576416,-
830,CAPERS_UDS_V0.4,s000100215,P5,100215,NaN,6.617831,-
831,CAPERS_UDS_V0.4,s000032520,P5,32520,NaN,5.12,-
832,CAPERS_UDS_V0.4,s000097767,P5,97767,0.55,NaN,-
833,CAPERS_UDS_V0.4,s000095747,P5,95747,NaN,NaN,-
834,CAPERS_UDS_V0.4,s000030562,P5,30562,NaN,NaN,-
835,CAPERS_UDS_V0.4,s000034266,P5,34266,1.54,1.54,-
836,CAPERS_UDS_V0.4,s000085310,P5,85310,NaN,5.161008,-
837,CAPERS_UDS_V0.4,s000089048,P5,89048,1.54,1.349049,-
838,CAPERS_UDS_V0.4,s000027470,P5,27470,1.45,NaN,-
839,CAPERS_UDS_V0.4,s000029939,P5,29939,4.6,NaN,-
840,CAPERS_UDS_V0.4,s000035925,P5,35925,NaN,3.710953,-
841,CAPERS_UDS_V0.4,s000030793,P5,30793,NaN,5.76,-
842,CAPERS_UDS_V0.4,s000098541,P5,98541,3.4,3.12,-
843,CAPERS_UDS_V0.4,s000157420,P5,157420,NaN,NaN,-
844,CAPERS_UDS_V0.4,s000084026,P5,84026,NaN,NaN,-
845,CAPERS_UDS_V0.4,s000095095,P5,95095,0.7,6.556139,-
846,CAPERS_UDS_V0.4,s000083976,P5,83976,NaN,NaN,-
847,CAPERS_UDS_V0.4,s000033114,P5,33114,1.66,1.66,-
848,CAPERS_UDS_V0.4,s000081127,P5,81127,NaN,NaN,-
849,CAPERS_UDS_V0.4,s000034488,P5,34488,1.45,1.529298,-
850,CAPERS_UDS_V0.4,s000098509,P5,98509,NaN,2.29914,-
851,CAPERS_UDS_V0.4,s000035414,P5,35414,2.53,NaN,-
852,CAPERS_UDS_V0.4,s000076158,P5,76158,NaN,1.546477,-
853,CAPERS_UDS_V0.4,s000098069,P5,98069,0.55,NaN,-
854,CAPERS_UDS_V0.4,s000027031,P5,27031,NaN,1.93796,-
855,CAPERS_UDS_V0.4,s000028576,P5,28576,1.72,1.912375,-
856,CAPERS_UDS_V0.4,s000026592,P5,26592,NaN,4.56,-
857,CAPERS_UDS_V0.4,s000034617,P5,34617,3.73,NaN,-
858,CAPERS_UDS_V0.4,s000028323,P5,28323,0.55,0.641235,-
859,CAPERS_UDS_V0.4,s000027235,P5,27235,1.21,1.270594,-
860,CAPERS_UDS_V0.4,s000029157,P5,29157,1.69,1.84,-
861,CAPERS_UDS_V0.4,s000031829,P5,31829,NaN,NaN,-
862,CAPERS_UDS_V0.4,s000027780,P5,27780,0.67,0.589637,-
863,CAPERS_UDS_V0.4,s000027211,P5,27211,NaN,3.31763,-
864,CAPERS_UDS_V0.4,s000102124,P5,102124,NaN,2.281158,-
865,CAPERS_UDS_V0.4,s000097121,P5,97121,NaN,6.76,-
866,CAPERS_UDS_V0.4,s000076819,P5,76819,NaN,4.066028,-
867,CAPERS_UDS_V0.4,s000083157,P5,83157,NaN,NaN,-
868,CAPERS_UDS_V0.4,s000088581,P5,88581,3.73,NaN,-
869,CAPERS_UDS_V0.4,s000027993,P5,27993,0.91,3.98,-
870,CAPERS_UDS_V0.4,s000026751,P5,26751,1.72,1.724764,-
871,CAPERS_UDS_V0.4,s000035123,P5,35123,1.12,1.08,-
872,CAPERS_UDS_V0.4,s000026469,P5,26469,2.2,2.059296,-
873,CAPERS_UDS_V0.4,s000033306,P5,33306,1.54,1.54,-
874,CAPERS_UDS_V0.4,s000036459,P5,36459,2.65,2.518983,-
875,CAPERS_UDS_V0.4,s000030705,P5,30705,2.32,2.348857,-
876,CAPERS_UDS_V0.4,s000034800,P5,34800,NaN,NaN,-
877,CAPERS_UDS_V0.4,s000035965,P5,35965,0.67,NaN,-
878,CAPERS_UDS_V0.4,s000026531,P5,26531,NaN,1.84,-
879,CAPERS_UDS_V0.4,s000084902,P5,84902,1.51,NaN,-
880,CAPERS_UDS_V0.4,s000030031,P5,30031,0.67,NaN,-
881,CAPERS_UDS_V0.4,s000079401,P5,79401,NaN,NaN,-
882,CAPERS_UDS_V0.4,s000036835,P5,36835,4.78,4.61,-
883,CAPERS_UDS_V0.4,s000094603,P5,94603,NaN,2.76696,-
884,CAPERS_UDS_V0.4,s000026533,P5,26533,NaN,2.28,-
885,CAPERS_UDS_V0.4,s000029002,P5,29002,NaN,0.751711,-
886,CAPERS_UDS_V0.4,s000033555,P5,33555,NaN,NaN,-
887,CAPERS_UDS_V0.4,s000027120,P5,27120,NaN,1.472273,-
888,CAPERS_UDS_V0.4,s000035780,P5,35780,3.07,2.980213,-
889,CAPERS_UDS_V0.4,s000082699,P5,82699,10.45,10.718904,-
890,CAPERS_UDS_V0.4,s000082305,P5,82305,NaN,2.305826,-
891,CAPERS_UDS_V0.4,s000085084,P5,85084,4.78,4.592383,-
892,CAPERS_UDS_V0.4,s000085451,P5,85451,NaN,3.399251,miss-placed trace (lines in absorption)
893,CAPERS_UDS_V0.4,s000032668,P5,32668,1.54,2.054703,-
894,CAPERS_UDS_V0.4,s000025052,P5,25052,1.9,2.599733,-
895,CAPERS_UDS_V0.4,s000037438,P5,37438,NaN,5.89,-
896,CAPERS_UDS_V0.4,s000037338,P5,37338,3.7,3.58,-
897,CAPERS_UDS_V0.4,s000034833,P5,34833,NaN,1.276275,-
898,CAPERS_UDS_V0.4,s000082550,P5,82550,NaN,NaN,-
899,CAPERS_UDS_V0.4,s000027257,P5,27257,1.75,2.25,-
900,CAPERS_UDS_V0.4,s000026614,P5,26614,NaN,2.103447,-
901,CAPERS_UDS_V0.4,s000097333,P5,97333,1.12,1.27,-
902,CAPERS_UDS_V0.4,s000028460,P5,28460,1.21,NaN,-
903,CAPERS_UDS_V0.4,s000102822,P5,102822,NaN,NaN,-
904,CAPERS_UDS_V0.4,s000090718,P5,90718,NaN,NaN,-
905,CAPERS_UDS_V0.4,s000033326,P5,33326,NaN,1.912079,-
906,CAPERS_UDS_V0.4,s000096580,P5,96580,NaN,6.09378,-
907,CAPERS_UDS_V0.4,s000026775,P5,26775,NaN,3.21,-
908,CAPERS_UDS_V0.4,s000097698,P5,97698,1.03,NaN,-
909,CAPERS_UDS_V0.4,s000029802,P5,29802,NaN,NaN,-
910,CAPERS_UDS_V0.4,s000026848,P5,26848,5.95,5.99,-
911,CAPERS_UDS_V0.4,s000029938,P5,29938,4.69,NaN,-
912,CAPERS_UDS_V0.4,s000085603,P5,85603,NaN,NaN,-
913,CAPERS_UDS_V0.4,s000073774,P5,73774,NaN,1.48,-
914,CAPERS_UDS_V0.4,s000081715,P5,81715,1.03,1.489614,-
915,CAPERS_UDS_V0.4,s000084729,P5,84729,NaN,NaN,-
916,CAPERS_UDS_V0.4,s000034233,P5,34233,0.61,NaN,-
917,CAPERS_UDS_V0.4,s000091188,P5,91188,NaN,NaN,-
918,CAPERS_UDS_V0.4,s000028597,P5,28597,10.3,9.20109,-
919,CAPERS_UDS_V0.4,s000102363,P5,102363,NaN,3.22,-
920,CAPERS_UDS_V0.4,s000041672,P5,41672,NaN,1.178772,-
921,CAPERS_UDS_V0.4,s000099449,P5,99449,4.18,4.16,-
922,CAPERS_UDS_V0.4,s000036275,P5,36275,2.77,2.6027,-
923,CAPERS_UDS_V0.4,s000033532,P5,33532,0.76,0.76,-
924,CAPERS_UDS_V0.4,s000092206,P5,92206,2.65,2.600787,-
925,CAPERS_UDS_V0.4,s000079809,P5,79809,3.76,2.970613,-
926,CAPERS_UDS_V0.4,s000034139,P5,34139,1.03,1.093443,-
927,CAPERS_UDS_V0.4,s000093494,P5,93494,0.16,NaN,-
928,CAPERS_UDS_V0.4,s000025410,P5,25410,NaN,1.682459,-
929,CAPERS_UDS_V0.4,s000087408,P5,87408,4.93,5.155183,-
930,CAPERS_UDS_V0.4,s000093318,P5,93318,12.43,5.225464,-
931,CAPERS_UDS_V0.4,s000081437,P5,81437,NaN,NaN,-
932,CAPERS_UDS_V0.4,s000025720,P5,25720,3.07,3.12063,-
933,CAPERS_UDS_V0.4,s000087828,P5,87828,6.61,NaN,-
934,CAPERS_UDS_V0.4,s000029998,P5,29998,NaN,3.986285,-
935,CAPERS_UDS_V0.4,s000028094,P5,28094,4.75,4.8,-
936,CAPERS_UDS_V0.4,s000076202,P5,76202,11.8,3.092147,-
937,CAPERS_UDS_V0.4,s000103825,P5,103825,12.1,3.589242,-
938,CAPERS_UDS_V0.4,s000094985,P5,94985,NaN,3.71,-
939,CAPERS_UDS_V0.4,s000085711,P5,85711,NaN,NaN,-
940,CAPERS_UDS_V0.4,s000026804,P5,26804,NaN,2.302168,-
941,CAPERS_UDS_V0.4,s000025596,P5,25596,1.18,NaN,-
942,CAPERS_UDS_V0.4,s000027153,P5,27153,2.23,1.73182,-
943,CAPERS_UDS_V0.4,s000076857,P5,76857,NaN,NaN,-
944,CAPERS_UDS_V0.4,s000027700,P5,27700,1.39,1.30972,-
945,CAPERS_UDS_V0.4,s000029620,P5,29620,4.84,4.8,-
946,CAPERS_UDS_V0.4,s000095066,P5,95066,NaN,4.44,-
947,CAPERS_UDS_V0.4,s000025382,P5,25382,0.91,0.931497,-
948,CAPERS_UDS_V0.4,s000033214,P5,33214,NaN,NaN,-
949,CAPERS_UDS_V0.4,s000027926,P5,27926,2.53,2.60202,miss-placed trace (lines in absorption)
950,CAPERS_UDS_V0.4,s000037691,P5,37691,1.54,NaN,-
951,CAPERS_UDS_V0.4,s000102764,P5,102764,NaN,NaN,-
952,CAPERS_UDS_V0.4,s000027878,P5,27878,2.59,2.618292,-
953,CAPERS_UDS_V0.4,s000034735,P5,34735,3.28,2.82,-
954,CAPERS_UDS_V0.4,s000092376,P5,92376,3.64,3.582749,-
955,CAPERS_UDS_V0.4,s000084844,P5,84844,1.06,5.94,-
956,CAPERS_UDS_V0.4,s000028312,P5,28312,NaN,1.84,-
957,CAPERS_UDS_V0.4,s000078352,P5,78352,NaN,1.600718,-
958,CAPERS_UDS_V0.4,s000026886,P5,26886,2.29,2.3,-
959,CAPERS_UDS_V0.4,s000029143,P5,29143,NaN,2.529819,-
960,CAPERS_UDS_V0.4,s000036012,P5,36012,3.55,3.54,-
961,CAPERS_UDS_V0.4,s000096647,P5,96647,NaN,NaN,-
962,CAPERS_UDS_V0.4,s000027032,P5,27032,NaN,NaN,maybe inverted continuum?
963,CAPERS_UDS_V0.4,s000026544,P5,26544,1.84,1.705574,-
964,CAPERS_UDS_V0.4,s000033770,P5,33770,2.62,2.6,-
965,CAPERS_UDS_V0.4,s000029001,P5,29001,NaN,0.747793,miss-placed trace (lines in absorption) (good example of this)
966,CAPERS_UDS_V0.4,s000025528,P5,25528,NaN,NaN,-
967,CAPERS_UDS_V0.4,s000076692,P5,76692,NaN,NaN,-
968,CAPERS_UDS_V0.4,s000033421,P5,33421,4.57,4.430098,-
969,CAPERS_UDS_V0.4,s000036574,P5,36574,2.41,2.292164,-
970,CAPERS_UDS_V0.4,s000028728,P5,28728,NaN,2.259753,-
971,CAPERS_UDS_V0.4,s000041667,P5,41667,1.06,NaN,-
972,CAPERS_UDS_V0.4,s000025414,P5,25414,0.28,NaN,-
973,CAPERS_UDS_V0.4,s000036375,P5,36375,3.79,3.84,-
974,CAPERS_UDS_V0.4,s000089902,P5,89902,NaN,NaN,-
975,CAPERS_UDS_V0.4,s000081265,P5,81265,2.98,NaN,-
976,CAPERS_UDS_V0.4,s000034489,P5,34489,5.53,5.34,-
977,CAPERS_UDS_V0.4,s000095413,P5,95413,0.55,4.0,-
978,CAPERS_UDS_V0.4,s000031425,P5,31425,0.94,0.94,-
979,CAPERS_UDS_V0.4,s000027713,P5,27713,NaN,0.691473,-
980,CAPERS_UDS_V0.4,s000098579,P5,98579,NaN,2.28,-
981,CAPERS_UDS_V0.4,s000087698,P5,87698,NaN,NaN,-
982,CAPERS_UDS_V0.4,s000035284,P5,35284,2.17,2.208638,-
983,CAPERS_UDS_V0.4,s000078830,P5,78830,5.26,NaN,-
984,CAPERS_UDS_V0.4,s000025130,P5,25130,3.4,3.22,-
985,CAPERS_UDS_V0.4,s000035595,P5,35595,4.36,4.12,-
986,CAPERS_UDS_V0.4,s000086840,P5,86840,NaN,6.105105,-
987,CAPERS_UDS_V0.4,s000032056,P5,32056,1.57,1.500062,-
988,CAPERS_UDS_V0.4,s000038408,P5,38408,NaN,NaN,-
989,CAPERS_UDS_V0.4,s000027013,P5,27013,1.87,1.7,-
990,CAPERS_UDS_V0.4,s000032487,P5,32487,1.0,0.908466,-
991,CAPERS_UDS_V0.4,s000085100,P5,85100,NaN,1.389434,-
992,CAPERS_UDS_V0.4,s000084908,P5,84908,1.69,NaN,-
993,CAPERS_UDS_V0.4,s000031187,P5,31187,NaN,1.981072,-
994,CAPERS_UDS_V0.4,s000034535,P5,34535,1.75,1.833094,-
995,CAPERS_UDS_V0.4,s000083475,P5,83475,1.0,0.915201,-
996,CAPERS_UDS_V0.4,s000103333,P5,103333,1.69,1.92,-
997,CAPERS_UDS_V0.4,s000027822,P5,27822,0.67,4.15,-
998,CAPERS_UDS_V0.4,s000035282,P5,35282,NaN,3.261188,-
999,CAPERS_UDS_V0.4,s000035372,P5,35372,NaN,3.24,-
1000,CAPERS_UDS_V0.4,s000089601,P5,89601,10.45,8.829289,-
1001,CAPERS_UDS_V0.4,s000079439,P5,79439,NaN,NaN,-
1002,CAPERS_UDS_V0.4,s000084517,P5,84517,0.85,3.039377,-
1003,CAPERS_UDS_V0.4,s000036641,P5,36641,2.26,2.284456,-
1004,CAPERS_UDS_V0.4,s000083074,P5,83074,3.73,1.673609,-
1005,CAPERS_UDS_V0.4,s000032928,P5,32928,3.04,2.76,-
1006,CAPERS_UDS_V0.4,s000031363,P5,31363,1.06,1.073836,-
1007,CAPERS_UDS_V0.4,s000079188,P5,79188,5.71,NaN,-
1008,CAPERS_UDS_V0.4,s000078949,P5,78949,9.43,NaN,-
1009,CAPERS_UDS_V0.4,s000095744,P5,95744,2.29,2.3,-
1010,CAPERS_UDS_V0.4,s000092067,P5,92067,0.79,NaN,-
1011,CAPERS_UDS_V0.4,s000031000,P5,31000,0.13,NaN,-
1012,CAPERS_UDS_V0.4,s000078472,P5,78472,NaN,2.650321,-
1013,CAPERS_UDS_V0.4,s000032547,P5,32547,0.82,0.901223,Maybe miss-placed trace: object in background?
1014,CAPERS_UDS_V0.4,s000033291,P5,33291,1.15,NaN,-
1015,CAPERS_UDS_V0.4,s000033733,P5,33733,NaN,NaN,-
1016,CAPERS_UDS_V0.4,s000094363,P5,94363,6.46,NaN,-
1017,CAPERS_UDS_V0.4,s000102871,P5,102871,NaN,NaN,-
1018,CAPERS_UDS_V0.4,s000083939,P5,83939,0.64,2.528335,-
1019,CAPERS_UDS_V0.4,s000027754,P5,27754,1.39,1.449145,-
1020,CAPERS_UDS_V0.4,s000078885,P5,78885,NaN,NaN,-
1021,CAPERS_UDS_V0.4,s000036995,P5,36995,NaN,NaN,-
1022,CAPERS_UDS_V0.4,s000095814,P5,95814,NaN,NaN,-
1023,CAPERS_UDS_V0.4,s000032249,P5,32249,NaN,1.61,-
1024,CAPERS_UDS_V0.4,s000099357,P5,99357,0.4,4.7,-
1025,CAPERS_UDS_V0.4,s000078545,P5,78545,7.63,7.371422,-
1026,CAPERS_UDS_V0.4,s000029342,P5,29342,0.94,0.94,-
1027,CAPERS_UDS_V0.4,s000092994,P5,92994,5.68,1.756215,-
1028,CAPERS_UDS_V0.4,s000027685,P5,27685,NaN,1.474309,-
1029,CAPERS_UDS_V0.4,s000027904,P5,27904,12.94,3.965655,-
1030,CAPERS_UDS_V0.4,s000091291,P5,91291,0.1,NaN,-
1031,CAPERS_UDS_V0.4,s000098844,P5,98844,NaN,NaN,-
1032,CAPERS_UDS_V0.4,s000032921,P5,32921,3.73,3.4,-
1033,CAPERS_UDS_V0.4,s000038089,P5,38089,0.82,0.82,-
1034,CAPERS_UDS_V0.4,s000082335,P5,82335,NaN,3.47,-
1035,CAPERS_UDS_V0.4,s000088137,P5,88137,2.29,2.218777,-
